CNN,SURVEY_SOURCE,PRIMARY_ST,CROSS_STREET_1,CROSS_ST_2,MID_CORRIDOR,TYPE,DIRECTION,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,MONTH,YEAR,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM_PEAK,VOLUME_PM_PEAK,85_PERC_SPEED,AVERAGE_SPEED,,,,,,,,,
7531000,SFMTA,JOHN F KENNEDY DR,250 E OF CONSERVATORY DR E,,,TUBE,EB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,4602,305,505,22,16,,,,,,,,,
7531000,SFMTA,JOHN F KENNEDY DR,250 E OF CONSERVATORY DR E,,,TUBE,WB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,7423,696,791,23,16,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,600 E OF STOW LAKE,,,TUBE,EB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,2511,147,400,22,16,,,,,,,,,
12674000,SFMTA,TRANSVERSE DR,500 S OF JOHN F KENNEDY DR,,,TUBE,SB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,1433,200,166,19,14,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,600 E OF STOW LAKE,,,TUBE,WB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,5336,609,670,19,12,,,,,,,,,
7540000,SFMTA,JOHN F KENNEDY DR,400 W OF STOW LAKE,,,TUBE,EB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,2049,108,401,14,11,,,,,,,,,
7540000,SFMTA,JOHN F KENNEDY DR,EAST OF TRANSVERSE DR,,,TUBE,WB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,232,232,14,13,11,,,,,,,,,
12674000,SFMTA,TRANSVERSE DR,500 S OF JOHN F KENNEDY DR,,,TUBE,NB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,476,55,58,14,10,,,,,,,,,
7540000,SFMTA,JOHN F KENNEDY DR,400 W OF STOW LAKE,,,TUBE,WB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,2442,362,380,13,10,,,,,,,,,
7540000,SFMTA,JOHN F KENNEDY DR,EAST OF TRANSVERSE DR,,,TUBE,EB,7,10/1/2016,SATURDAY,1,10,2016,Arterial,IDAX,776,53,138,10,8,,,,,,,,,
3883000,SFMTA,CHAIN OF LAKES DR E,500 S OF JOHN F KENNEDY DR,,,TUBE,NB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,3759,278,296,31,27,,,,,,,,,
3883000,SFMTA,CHAIN OF LAKES DR E,500 S OF JOHN F KENNEDY DR,,,TUBE,SB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,3805,261,306,31,27,,,,,,,,,
11992000,SFMTA,MARTIN LUTHER KING JR DR,130 E OF CROSSWALK N OF 30TH AVE,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,3472,255,313,32,24,,,,,,,,,
11992000,SFMTA,MARTIN LUTHER KING JR DR,130 E OF CROSSWALK N OF 30TH AVE,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,398,29,66,32,24,,,,,,,,,
11989000,SFMTA,MARTIN LUTHER KING JR DR,700 E OF 19TH AVE-CROSSOVER,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,2332,263,232,30,24,,,,,,,,,
11989000,SFMTA,MARTIN LUTHER KING JR DR,700 E OF 19TH AVE-CROSSOVER,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,3183,255,368,30,24,,,,,,,,,
11995000,SFMTA,MARTIN LUTHER KING JR DR,300 E OF 41ST AVE,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,2446,182,227,29,23,,,,,,,,,
11995000,SFMTA,MARTIN LUTHER KING JR DR,300 E OF 41ST AVE,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,1900,134,162,29,23,,,,,,,,,
11991000,SFMTA,MARTIN LUTHER KING JR DR,500 E OF 25TH AVE,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,5012,429,396,28,22,,,,,,,,,
11991000,SFMTA,MARTIN LUTHER KING JR DR,500 E OF 25TH AVE,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,590,30,110,28,22,,,,,,,,,
7549000,SFMTA,JOHN F KENNEDY DR ,WINDMILL ENTRANCE,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,926,93,114,27,21,,,,,,,,,
7549000,SFMTA,JOHN F KENNEDY DR ,WINDMILL ENTRANCE,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,913,80,111,27,21,,,,,,,,,
7545000,SFMTA,JOHN F KENNEDY DR ,400 W OF CHAIN OF LAKES DR E,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,232,54,19,27,20,,,,,,,,,
7545000,SFMTA,JOHN F KENNEDY DR ,400 W OF CHAIN OF LAKES DR E,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,250,56,37,27,20,,,,,,,,,
9009000,SFMTA,NANCY PELOSI DR,MIDDLE DR EAST (MIDBLOCK),,,TUBE,NB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,955,92,97,27,19,,,,,,,,,
9009000,SFMTA,NANCY PELOSI DR,MIDDLE DR EAST (MIDBLOCK),,,TUBE,SB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,743,63,68,27,19,,,,,,,,,
7531000,SFMTA,JOHN F KENNEDY DR,250 E OF CONSERVATORY DR E,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,2055,87,464,20,15,,,,,,,,,
7531000,SFMTA,JOHN F KENNEDY DR,250 E OF CONSERVATORY DR E,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,2884,198,273,20,15,,,,,,,,,
7536000,SFMTA,JOHN F KENNEDY DR,500 E OF 8TH AVE,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,1717,73,423,25,15,,,,,,,,,
7536000,SFMTA,JOHN F KENNEDY DR,500 E OF 8TH AVE,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,2980,256,392,25,15,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,600 E OF STOW LAKE,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,846,20,283,24,15,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,600 E OF STOW LAKE,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,2139,168,353,24,15,,,,,,,,,
7544000,SFMTA,JOHN F KENNEDY DR ,350 W OF JFK SPLIT @ 36TH AVE,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,239,19,30,27,14,,,,,,,,,
7544000,SFMTA,JOHN F KENNEDY DR ,350 W OF JFK SPLIT @ 36TH AVE,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,94,15,11,27,14,,,,,,,,,
7534000,SFMTA,JOHN F KENNEDY DR,400 E OF CONSERVATORY DR W,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,2652,109,628,24,14,,,,,,,,,
7534000,SFMTA,JOHN F KENNEDY DR,400 E OF CONSERVATORY DR W,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,984,59,114,24,14,,,,,,,,,
7540000,SFMTA,JOHN F KENNEDY DR,400 W OF STOW LAKE,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,1671,59,454,15,12,,,,,,,,,
7540000,SFMTA,JOHN F KENNEDY DR,400 W OF STOW LAKE,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,1942,196,334,15,12,,,,,,,,,
12674000,SFMTA,TRANSVERSE DR,500 S OF JOHN F KENNEDY DR,,,TUBE,NB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,379,27,44,16,11,,,,,,,,,
12674000,SFMTA,TRANSVERSE DR,500 S OF JOHN F KENNEDY DR,,,TUBE,SB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,1201,138,108,16,11,,,,,,,,,
7540000,SFMTA,JOHN F KENNEDY DR,EAST OF TRANSVERSE DR,,,TUBE,EB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,644,36,161,11,8,,,,,,,,,
7540000,SFMTA,JOHN F KENNEDY DR,EAST OF TRANSVERSE DR,,,TUBE,WB,1,10/2/2016,SUNDAY,2,10,2016,Arterial,IDAX,166,166,211,11,8,,,,,,,,,
3439000 ,SFMTA,BUSH ST,TAYLOR ST,JONES ST,,INTERSECTION,EB,4,10/26/2016,WEDNESDAY,26,10,2016,Arterial,,21929,1915,1321,28,22,,,,,,,,,
373000,SFMTA,8TH ST,FOLSOM ST,HARRISON ST,CLEVELAND ST,Tube,EB,5,11/3/2016,THURSDAY,3,11,2016,Arterial,,15938,1306,1108,32,25,,,,,,,,,
106000,SFMTA,1ST ST,MISSION ST,HOWARD ST,NATOMA,Tube,S,5,11/3/2016,THURSDAY,3,11,2016,Arterial,,22642,1346,1462,28,21,,,,,,,,,
104001,SFMTA,1ST ST,MISSION ST,HOWARD ST,NATOMA,Tube,S,5,11/3/2016,THURSDAY,3,11,2016,Arterial,,22642,1346,1462,28,21,,,,,,,,,
7428000,SFMTA,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,CORONADO ST,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,567,82,56,28,23,,,,,,,,,
7429000,SFMTA,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,CORONADO ST,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,567,82,56,28,23,,,,,,,,,
7428000,SFMTA,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,CORONADO ST,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,773,63,68,23,21,,,,,,,,,
7429000,SFMTA,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,CORONADO ST,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,773,63,68,23,21,,,,,,,,,
7432000,SFMTA,JAMESTOWN AVE,INGALLS ST,JENNINGS ST,,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,1591,136,131,33,25,,,,,,,,,
7739000,SFMTA,KANSAS STREET,26TH ST,25TH ST,,Tube,NB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,3546,350,326,28,24,,,,,,,,,
7431000 ,SFMTA,JAMESTOWN AVE,INGALLS ST,REDONDO ST,,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,1459,96,140,28,24,,,,,,,,,
7432000,SFMTA,JAMESTOWN AVE,INGALLS ST,JENNINGS ST,,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,1524,101,139,28,24,,,,,,,,,
11003000,SFMTA,RHODE ISLAND ST,23RD ST,24TH ST,,Tube,NB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,564,52,45,28,23,,,,,,,,,
11003000,SFMTA,RHODE ISLAND ST,23RD ST,24TH ST,,Tube,S,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,918,51,94,28,23,,,,,,,,,
7430000 ,SFMTA,JAMESTOWN AVE,HAWES,REDONDO ST,,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,676,87,50,28,22,,,,,,,,,
13618000,SFMTA,WHITNEY YOUNG CIRCLE,HUDSON ST,NEWCOMB AVE,PROGRESS ST,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,1098,100,94,28,22,,,,,,,,,
13619000,SFMTA,WHITNEY YOUNG CIRCLE,HUDSON ST,NEWCOMB AVE,PROGRESS ST,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,1098,100,94,28,22,,,,,,,,,
11004000 ,SFMTA,RHODE ISLAND ST,24TH ST,25TH ST,,Tube,S,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,911,54,95,28,22,,,,,,,,,
7739000,SFMTA,KANSAS ST,26TH ST,25TH ST,,Tube,S,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,2032,136,194,28,22,,,,,,,,,
13619000,SFMTA,WHITNEY YOUNG CIRCLE,HUDSON ST,NEWCOMB AVE,PROGRESS ST,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,1177,94,102,28,22,,,,,,,,,
13618000,SFMTA,WHITNEY YOUNG CIRCLE,HUDSON ST,NEWCOMB AVE,PROGRESS ST,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,1177,94,102,28,22,,,,,,,,,
6032000 ,SFMTA,GAVEN ST,SAN BRUNO AVE,BARNEVELD ST,,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,888,141,63,23,21,,,,,,,,,
7198000 ,SFMTA,INDIANA ST,23RD ST,25TH ST,,Tube,NB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,2097,161,137,28,21,,,,,,,,,
11004000 ,SFMTA,RHODE ISLAND ST,24TH ST,25TH ST,,Tube,NB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,356,40,36,23,21,,,,,,,,,
1504000,SFMTA,26TH ST,DE HARO ST,WISCONSIN,BLAIR TERR,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,3089,280,262,28,20,,,,,,,,,
1505000,SFMTA,26TH ST,DE HARO ST,WISCONSIN,BLAIR TERR,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,3089,280,262,28,20,,,,,,,,,
7430000 ,SFMTA,JAMESTOWN AVE,HAWES,REDONDO ST,,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,1013,68,88,23,19,,,,,,,,,
4638000,SFMTA,DE HARO ST,23RD ST,24TH ST,,Tube,NB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,107,9,12,23,19,,,,,,,,,
6032000 ,SFMTA,GAVEN ST,SAN BRUNO AVE,BARNEVELD ST,,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,430,37,54,23,19,,,,,,,,,
6177000,SFMTA,GILLETTE AVE,BLANKEN AVE,LATHROP AVE,NIBBI CT,Tube,S,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,134,7,15,23,19,,,,,,,,,
6178000,SFMTA,GILLETTE AVE,BLANKEN AVE,LATHROP AVE,NIBBI CT,Tube,S,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,134,7,15,23,19,,,,,,,,,
7198000 ,SFMTA,INDIANA ST,23RD ST,25TH ST,,Tube,S,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,260,18,31,23,19,,,,,,,,,
1504000,SFMTA,26TH ST,DE HARO ST,WISCONSIN,BLAIR TERR,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,2202,168,193,23,18,,,,,,,,,
1505000,SFMTA,26TH ST,DE HARO ST,WISCONSIN,BLAIR TERR,Tube,EB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,2202,168,193,23,18,,,,,,,,,
6177000,SFMTA,GILLETTE AVE,BLANKEN AVE,LATHROP AVE,NIBBI CT,Tube,NB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,205,25,16,23,18,,,,,,,,,
6178000,SFMTA,GILLETTE AVE,BLANKEN AVE,LATHROP AVE,NIBBI CT,Tube,NB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,205,25,16,23,18,,,,,,,,,
4638000,SFMTA,DE HARO ST,23RD ST,24TH ST,,Tube,S,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,381,19,38,23,18,,,,,,,,,
7431000 ,SFMTA,JAMESTOWN AVE,INGALLS ST,REDONDO ST,,Tube,WB,3,11/8/2016,TUESDAY,8,11,2016,,BAYMETRICS,1288,133,107,33,25,,,,,,,,,
7428000,SFMTA,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,CORONADO ST,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,546,66,42,28,24,,,,,,,,,
7429000,SFMTA,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,CORONADO ST,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,546,66,42,28,24,,,,,,,,,
7428000,SFMTA,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,CORONADO ST,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,855,69,78,23,21,,,,,,,,,
7429000,SFMTA,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,CORONADO ST,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,855,69,78,23,21,,,,,,,,,
7431000 ,SFMTA,JAMESTOWN AVE,INGALLS ST,REDONDO ST,,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,1266,133,89,33,26,,,,,,,,,
7432000,SFMTA,JAMESTOWN AVE,INGALLS ST,JENNINGS ST,,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,1522,127,102,33,26,,,,,,,,,
7431000 ,SFMTA,JAMESTOWN AVE,INGALLS ST,REDONDO ST,,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,1507,116,137,28,25,,,,,,,,,
7432000,SFMTA,JAMESTOWN AVE,INGALLS ST,JENNINGS ST,,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,1596,128,142,28,25,,,,,,,,,
7739000,SFMTA,KANSAS STREET,26TH ST,25TH ST,,Tube,NB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,3023,316,230,28,24,,,,,,,,,
11003000,SFMTA,RHODE ISLAND ST,23RD ST,24TH ST,,Tube,S,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,914,52,104,28,23,,,,,,,,,
7430000 ,SFMTA,JAMESTOWN AVE,HAWES,REDONDO ST,,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,662,81,48,28,23,,,,,,,,,
11003000,SFMTA,RHODE ISLAND ST,23RD ST,24TH ST,,Tube,NB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,496,74,42,28,23,,,,,,,,,
7739000,SFMTA,KANSAS STREET,26TH ST,25TH ST,,Tube,S,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,1936,129,161,28,22,,,,,,,,,
13619000,SFMTA,WHITNEY YOUNG CIRCLE,HUDSON ST,NEWCOMB AVE,PROGRESS ST,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,909,85,64,28,22,,,,,,,,,
13618000,SFMTA,WHITNEY YOUNG CIRCLE,HUDSON ST,NEWCOMB AVE,PROGRESS ST,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,909,85,64,28,22,,,,,,,,,
13619000,SFMTA,WHITNEY YOUNG CIRCLE,HUDSON ST,NEWCOMB AVE,PROGRESS ST,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,1055.5,94,75,28,22,,,,,,,,,
13618000,SFMTA,WHITNEY YOUNG CIRCLE,HUDSON ST,NEWCOMB AVE,PROGRESS ST,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,1055.5,94,75,28,22,,,,,,,,,
6032000 ,SFMTA,GAVEN ST,SAN BRUNO AVE,BARNEVELD ST,,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,870,130,72,28,22,,,,,,,,,
11004000 ,SFMTA,RHODE ISLAND ST,24TH ST,25TH ST,,Tube,S,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,886,58,95,28,22,,,,,,,,,
7198000 ,SFMTA,INDIANA ST,23RD ST,25TH ST,,Tube,NB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,2097,159,127,28,21,,,,,,,,,
11004000 ,SFMTA,RHODE ISLAND ST,24TH ST,25TH ST,,Tube,NB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,302,38,23,23,20,,,,,,,,,
1505000,SFMTA,26TH ST,DE HARO ST,WISCONSIN,BLAIR TERR,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,2882,310,236,28,20,,,,,,,,,
1504000,SFMTA,26TH ST,DE HARO ST,WISCONSIN,BLAIR TERR,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,2882,310,236,28,20,,,,,,,,,
6032000 ,SFMTA,GAVEN ST,SAN BRUNO AVE,BARNEVELD ST,,Tube,WB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,356,28,40,23,20,,,,,,,,,
7430000 ,SFMTA,JAMESTOWN AVE,HAWES,REDONDO ST,,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,1077,79,89,23,20,,,,,,,,,
6177000,SFMTA,GILLETTE AVE,BLANKEN AVE,LATHROP AVE,NIBBI CT,Tube,NB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,164,18,15,23,19,,,,,,,,,
6178000,SFMTA,GILLETTE AVE,BLANKEN AVE,LATHROP AVE,NIBBI CT,Tube,NB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,164,18,15,23,19,,,,,,,,,
7198000 ,SFMTA,INDIANA ST,23RD ST,25TH ST,,Tube,S,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,265,16,45,23,18,,,,,,,,,
4638000,SFMTA,DE HARO ST,23RD ST,24TH ST,,Tube,NB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,146,17,13,23,18,,,,,,,,,
1504000,SFMTA,26TH ST,DE HARO ST,WISCONSIN,BLAIR TERR,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,2028,187,160,23,18,,,,,,,,,
1505000,SFMTA,26TH ST,DE HARO ST,WISCONSIN,BLAIR TERR,Tube,EB,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,2028,187,160,23,18,,,,,,,,,
6177000,SFMTA,GILLETTE AVE,BLANKEN AVE,LATHROP AVE,NIBBI CT,Tube,S,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,114,11,15,23,18,,,,,,,,,
6178000,SFMTA,GILLETTE AVE,BLANKEN AVE,LATHROP AVE,NIBBI CT,Tube,S,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,114,11,15,23,18,,,,,,,,,
4638000,SFMTA,DE HARO ST,23RD ST,24TH ST,,Tube,S,4,11/9/2016,WEDNESDAY,9,11,2016,,BAYMETRICS,371,17,44,18,17,,,,,,,,,
7077000 ,SFMTA,HUDSON AVE,MENDELL ST,KEITH ST,,Tube,EB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",2013,128,175,38,31,,,,,,,,,
1373000 ,SFMTA,25TH AVE,CALIFORNIA ST,LAKE/EL CAMINO DEL MAR,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,2730,301,211,33,29,,,,,,,,,
7077000 ,SFMTA,HUDSON AVE,MENDELL ST,KEITH ST,,Tube,WB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",1837,222,129,36,29,,,,,,,,,
1868000,SFMTA,39TH AVE,CABRILLO ST,FULTON ST,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,330,33,34,33,27,,,,,,,,,
6279000 ,SFMTA,GOLDEN GATE AVE,CENTRAL AVE,LYON ST,,Tube,WB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,898,95,76,33,26,,,,,,,,,
2638000,SFMTA,BAKER ST,BAY ST,FRANCISCO ST,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,623,54,54,33,24,,,,,,,,,
1850000,SFMTA,38TH AVE,CABRILLO ST,FULTON ST,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,442,34,41,33,24,,,,,,,,,
8034000 ,SFMTA,LAKE ST,25TH AVE,26TH AVE,,Tube,WB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,2252,189,225,28,24,,,,,,,,,
1850000,SFMTA,38TH AVE,CABRILLO ST,FULTON ST,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,437,29,33,33,24,,,,,,,,,
1373000 ,SFMTA,25TH AVE,CALIFORNIA ST,LAKE/EL CAMINO DEL MAR,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,3162,219,320,28,24,,,,,,,,,
906000 ,SFMTA,19TH AVE,BALBOA ST,ANZA ST,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,1129,113,91,28,24,,,,,,,,,
906000 ,SFMTA,19TH AVE,BALBOA ST,ANZA ST,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,990,74,90,28,23,,,,,,,,,
398000,SFMTA,8TH AVE,LAWTON ST,KIRKHAM,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,2039,106,331,28,23,,,,,,,,,
832000 ,SFMTA,18TH AVE,BALBOA ST,CABRILLO ST,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,877,70,70,28,22,,,,,,,,,
398000,SFMTA,8TH AVE,LAWTON ST,KIRKHAM,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,1064,162,94,28,22,,,,,,,,,
1868000,SFMTA,39TH AVE,CABRILLO ST,FULTON ST,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,404,27,45,28,22,,,,,,,,,
832000 ,SFMTA,18TH AVE,BALBOA ST,CABRILLO ST,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,1022,73,86,28,22,,,,,,,,,
6279000 ,SFMTA,GOLDEN GATE AVE,CENTRAL AVE,LYON ST,,Tube,EB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,3207,314,230,23,22,,,,,,,,,
424000 ,SFMTA,09TH AVE,CALIFORNIA ST,CLEMENT ST,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,526,37,50,28,21,,,,,,,,,
8034000 ,SFMTA,LAKE ST,25TH AVE,26TH AVE,,Tube,EB,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,1849,223,160,23,21,,,,,,,,,
4592000,SFMTA,DARIEN WAY,WESTGATE DR,NORTHGATE DR,MANOR DR,Tube,EB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",249,36,36,26,21,,,,,,,,,
