CNN,SURVEY_SOURCE,PRIMARY_ST,CROSS_STREET_1,CROSS_ST_2,MID_CORRIDOR,TYPE,DIRECTION,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,MONTH,YEAR,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM_PEAK,VOLUME_PM_PEAK,85_PERC_SPEED,AVERAGE_SPEED,,,,,,,,,
4593000,SFMTA,DARIEN WAY,WESTGATE DR,NORTHGATE DR,MANOR DR,Tube,EB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",249,36,36,26,21,,,,,,,,,
424000 ,SFMTA,09TH AVE,CALIFORNIA ST,CLEMENT ST,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,534,41,35,23,20,,,,,,,,,
3318000 ,SFMTA,BUCARELI DR,GONZALEZ DR,JUAN BAUTISTA CIR,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",808,71,64,25,20,,,,,,,,,
4593000,SFMTA,DARIEN WAY,WESTGATE DR,NORTHGATE DR,MANOR DR,Tube,WB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",214,36,21,25,20,,,,,,,,,
4592000,SFMTA,DARIEN WAY,WESTGATE DR,NORTHGATE DR,MANOR DR,Tube,WB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",214,36,21,25,20,,,,,,,,,
7824000 ,SFMTA,KEYSTONE WAY,OCEAN AVE,KENWOOD WAY,,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",161,23,23,26,20,,,,,,,,,
2638000,SFMTA,BAKER ST,BAY ST,FRANCISCO ST,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,BAYMETRICS,1140,97,94,23,20,,,,,,,,,
7824000 ,SFMTA,KEYSTONE WAY,OCEAN AVE,KENWOOD WAY,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",223,18,32,25,19,,,,,,,,,
9021000,SFMTA,MIGUEL ST,BEACON ST,BEMIS ST,FAIRMOUNT ST,Tube,EB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",873,119,102,24,19,,,,,,,,,
9022000,SFMTA,MIGUEL ST,BEACON ST,BEMIS ST,FAIRMOUNT ST,Tube,EB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",873,119,102,24,19,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",818,68,68,24,19,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,NB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",818,68,68,24,19,,,,,,,,,
3318000 ,SFMTA,BUCARELI DR,GONZALEZ DR,JUAN BAUTISTA CIR,,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",858,57,74,24,19,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",535,33,55,24,19,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,S,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",535,33,55,24,19,,,,,,,,,
8953000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,LULU ALY,Tube,WB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",182,26,20,23,18,,,,,,,,,
8952000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,LULU ALY,Tube,WB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",182,26,20,23,18,,,,,,,,,
8953000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,LULU ALY,Tube,EB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",153,11,26,23,17,,,,,,,,,
8952000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,LULU ALY,Tube,EB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",153,11,26,23,17,,,,,,,,,
9022000,SFMTA,MIGUEL ST,BEACON ST,BEMIS ST,FAIRMOUNT ST,Tube,WB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",851,123,88,19,16,,,,,,,,,
9021000,SFMTA,MIGUEL ST,BEACON ST,BEMIS ST,FAIRMOUNT ST,Tube,WB,3,11/15/2016,TUESDAY,15,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",851,123,88,19,16,,,,,,,,,
2182201,SFMTA,ALEMANY BLVD,VICTORIA ST,HEAD ST,,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",7217,487,579,40,33,,,,,,,,,
2182201,SFMTA,ALEMANY BLVD,VICTORIA ST,HEAD ST,,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",7180,477,569,38,32,,,,,,,,,
4072000,SFMTA,CLARENDON AVE,PANORAMA DR,OAK PARK DR,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",3293,285,375,34,30,,,,,,,,,
4072000,SFMTA,CLARENDON AVE,PANORAMA DR,OAK PARK DR,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",4189,566,336,35,29,,,,,,,,,
7077000 ,SFMTA,HUDSON AVE,MENDELL ST,KEITH ST,,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",2061,134,181,38,31,,,,,,,,,
7077000 ,SFMTA,HUDSON AVE,MENDELL ST,KEITH ST,,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",1901,223,135,37,30,,,,,,,,,
1373000 ,SFMTA,25TH AVE,CALIFORNIA ST,LAKE/EL CAMINO DEL MAR,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,2835,280,226,33,29,,,,,,,,,
12112000,SFMTA,PANORAMA DR,STARVIEW WAY,OLYMPIA WAY,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",1452,141,141,34,29,,,,,,,,,
9941000,SFMTA,OLYMPIA WAY,DELLBROOK AVE (WEST),DELLBROOK AVE (EAST),,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",1106,95,125,35,29,,,,,,,,,
7542000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 30TH AVE,,,TUBE,EB,4,11/16/2016,WEDNESDAY,16,11,2016,Arterial,IDAX,3529,569,280,33,29,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR,330 EAST OF 30TH AVE,,,TUBE,WB,4,11/16/2016,WEDNESDAY,16,11,2016,Arterial,IDAX,2615,200,279,33,28,,,,,,,,,
9941000,SFMTA,OLYMPIA WAY,DELLBROOK AVE (WEST),DELLBROOK AVE (EAST),,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",1118,181,110,33,28,,,,,,,,,
12112000,SFMTA,PANORAMA DR,STARVIEW WAY,OLYMPIA WAY,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",1515,221,145,32,27,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR 2ND CURVE ,WEST OF TRANSVERSE DR,,,TUBE,WB,4,11/16/2016,WEDNESDAY,16,11,2016,Arterial,IDAX,2625,185,280,32,27,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR 2ND CURVE ,WEST OF TRANSVERSE DR,,,TUBE,EB,4,11/16/2016,WEDNESDAY,16,11,2016,Arterial,IDAX,2471,452,178,31,27,,,,,,,,,
7542000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 30TH AVE,,,TUBE,WB,4,11/16/2016,WEDNESDAY,16,11,2016,Arterial,IDAX,3085,211,348,30,26,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR,330 EAST OF 30TH AVE,,,TUBE,EB,4,11/16/2016,WEDNESDAY,16,11,2016,Arterial,IDAX,2624,460,191,30,26,,,,,,,,,
1868000,SFMTA,39TH AVE,CABRILLO ST,FULTON ST,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,393,29,31,33,26,,,,,,,,,
2638000,SFMTA,BAKER ST,BAY ST,FRANCISCO ST,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,639,57,54,33,24,,,,,,,,,
1373000 ,SFMTA,25TH AVE,CALIFORNIA ST,LAKE/EL CAMINO DEL MAR,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,3163,224,333,28,24,,,,,,,,,
1850000,SFMTA,38TH AVE,CABRILLO ST,FULTON ST,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,446,22,35,33,24,,,,,,,,,
8034000 ,SFMTA,LAKE ST,25TH AVE,26TH AVE,,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,2241,203,215,28,24,,,,,,,,,
1850000,SFMTA,38TH AVE,CABRILLO ST,FULTON ST,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,486,33,53,33,24,,,,,,,,,
906000 ,SFMTA,19TH AVE,BALBOA ST,ANZA ST,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,1140.5,105,87,28,24,,,,,,,,,
906000 ,SFMTA,19TH AVE,BALBOA ST,ANZA ST,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,1068,73,95,28,24,,,,,,,,,
398000,SFMTA,8TH AVE,LAWTON ST,KIRKHAM,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,1944,106,273,28,23,,,,,,,,,
6251000 ,SFMTA,GOLD MINE DR,DIAMOND HEIGHT BLVD (AT ADDISON ST),TOPAZ WAY,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,318,17,36,28,23,,,,,,,,,
832000 ,SFMTA,18TH AVE,BALBOA ST,CABRILLO ST,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,996,88,87,28,23,,,,,,,,,
6251000 ,SFMTA,GOLD MINE DR,DIAMOND HEIGHT BLVD (AT ADDISON ST),TOPAZ WAY,,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,330,18,38,28,23,,,,,,,,,
832000 ,SFMTA,18TH AVE,BALBOA ST,CABRILLO ST,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,836,100,56,28,23,,,,,,,,,
398000,SFMTA,8TH AVE,LAWTON ST,KIRKHAM,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,975,156,67,28,22,,,,,,,,,
1868000,SFMTA,39TH AVE,CABRILLO ST,FULTON ST,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,491,36,62,28,22,,,,,,,,,
6279000 ,SFMTA,GOLDEN GATE AVE,CENTRAL AVE,LYON ST,,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,3139,265,234,23,22,,,,,,,,,
6251000 ,SFMTA,GOLD MINE DR,DIAMOND HEIGHT BLVD (AT ADDISON ST),TOPAZ WAY,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,394,42,29,28,22,,,,,,,,,
424000 ,SFMTA,09TH AVE,CALIFORNIA ST,CLEMENT ST,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,608,47,51,28,21,,,,,,,,,
8034000 ,SFMTA,LAKE ST,25TH AVE,26TH AVE,,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,1857,232,151,23,21,,,,,,,,,
4593000,SFMTA,DARIEN WAY,WESTGATE DR,NORTHGATE DR,MANOR DR,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",257,40,34,27,21,,,,,,,,,
4592000,SFMTA,DARIEN WAY,WESTGATE DR,NORTHGATE DR,MANOR DR,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",257,40,34,27,21,,,,,,,,,
12720000,SFMTA,TURK ST,LARKIN ST,HYDE ST,DODGE PL,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",9526,512,762,27,21,,,,,,,,,
12721000,SFMTA,TURK ST,LARKIN ST,HYDE ST,DODGE PL,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",9526,512,762,27,21,,,,,,,,,
3318000 ,SFMTA,BUCARELI DR,GONZALEZ DR,JUAN BAUTISTA CIR,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",836,66,65,26,21,,,,,,,,,
6251000 ,SFMTA,GOLD MINE DR,DIAMOND HEIGHT BLVD (AT ADDISON ST),TOPAZ WAY,,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,365,36,24,23,21,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",723,84,52,25,20,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",723,84,52,25,20,,,,,,,,,
4592000,SFMTA,DARIEN WAY,WESTGATE DR,NORTHGATE DR,MANOR DR,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",233,38,27,27,20,,,,,,,,,
4593000,SFMTA,DARIEN WAY,WESTGATE DR,NORTHGATE DR,MANOR DR,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",233,38,27,27,20,,,,,,,,,
2638000,SFMTA,BAKER ST,BAY ST,FRANCISCO ST,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,1241,105,107,23,20,,,,,,,,,
9021000,SFMTA,MIGUEL ST,BEACON ST,BEMIS ST,FAIRMOUNT ST,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",861,109,109,24,20,,,,,,,,,
9022000,SFMTA,MIGUEL ST,BEACON ST,BEMIS ST,FAIRMOUNT ST,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",861,109,109,24,20,,,,,,,,,
7824000 ,SFMTA,KEYSTONE WAY,OCEAN AVE,KENWOOD WAY,,Tube,NB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",179,18,24,27,20,,,,,,,,,
424000 ,SFMTA,09TH AVE,CALIFORNIA ST,CLEMENT ST,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,513,37,39,23,20,,,,,,,,,
7824000 ,SFMTA,KEYSTONE WAY,OCEAN AVE,KENWOOD WAY,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",236,31,33,26,20,,,,,,,,,
3318000 ,SFMTA,BUCARELI DR,GONZALEZ DR,JUAN BAUTISTA CIR,,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",771,53,76,24,20,,,,,,,,,
8952000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,LULU ALY,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",159,13,19,24,19,,,,,,,,,
8953000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,LULU ALY,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",159,13,19,24,19,,,,,,,,,
8953000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,LULU ALY,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",189,27,19,24,19,,,,,,,,,
8952000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,LULU ALY,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",189,27,19,24,19,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",371,33,38,24,19,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,S,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",371,33,38,24,19,,,,,,,,,
9222000 ,SFMTA,MOFFITT ST,BEMIS ST,FARNUM ST,,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,432,31,51,23,18,,,,,,,,,
9222000 ,SFMTA,MOFFITT ST,BEMIS ST,FARNUM ST,,Tube,EB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,522,68,47,23,18,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 10TH AVE,,,TUBE,WB,4,11/16/2016,WEDNESDAY,16,11,2016,Arterial,IDAX,3261,196,399,19,17,,,,,,,,,
9021000,SFMTA,MIGUEL ST,BEACON ST,BEMIS ST,FAIRMOUNT ST,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",878,114,96,19,16,,,,,,,,,
9022000,SFMTA,MIGUEL ST,BEACON ST,BEMIS ST,FAIRMOUNT ST,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",878,114,96,19,16,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 10TH AVE,,,TUBE,EB,4,11/16/2016,WEDNESDAY,16,11,2016,Arterial,IDAX,2995,499,235,13,9,,,,,,,,,
6279000 ,SFMTA,GOLDEN GATE AVE,CENTRAL AVE,LYON ST,,Tube,WB,4,11/16/2016,WEDNESDAY,16,11,2016,,BAYMETRICS,897,65,78,33,26,,,,,,,,,
7542000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 30TH AVE,,,TUBE,EB,5,11/17/2016,THURSDAY,17,11,2016,Arterial,IDAX,3589,602,274,33,29,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR,330 EAST OF 30TH AVE,,,TUBE,WB,5,11/17/2016,THURSDAY,17,11,2016,Arterial,IDAX,2561,168,284,32,28,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR  2ND CURVE ,WEST OF TRANSVERSE DR,,,TUBE,EB,5,11/17/2016,THURSDAY,17,11,2016,Arterial,IDAX,2499,461,214,31,27,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR 2ND CURVE ,WEST OF TRANSVERSE DR,,,TUBE,WB,5,11/17/2016,THURSDAY,17,11,2016,Arterial,IDAX,2615,182,270,32,27,,,,,,,,,
7542000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 30TH AVE,,,TUBE,WB,5,11/17/2016,THURSDAY,17,11,2016,Arterial,IDAX,3046,209,347,30,26,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR,330 EAST OF 30TH AVE,,,TUBE,EB,5,11/17/2016,THURSDAY,17,11,2016,Arterial,IDAX,2626,473,208,29,26,,,,,,,,,
6251000 ,SFMTA,GOLD MINE DR,DIAMOND HEIGHT BLVD (AT ADDISON ST),TOPAZ WAY,,Tube,S,5,11/17/2016,THURSDAY,17,11,2016,,BAYMETRICS,305,15,34,28,23,,,,,,,,,
6251000 ,SFMTA,GOLD MINE DR,DIAMOND HEIGHT BLVD (AT ADDISON ST),TOPAZ WAY,,Tube,WB,5,11/17/2016,THURSDAY,17,11,2016,,BAYMETRICS,313,20,34,28,23,,,,,,,,,
6251000 ,SFMTA,GOLD MINE DR,DIAMOND HEIGHT BLVD (AT ADDISON ST),TOPAZ WAY,,Tube,NB,5,11/17/2016,THURSDAY,17,11,2016,,BAYMETRICS,401,30,37,28,21,,,,,,,,,
6251000 ,SFMTA,GOLD MINE DR,DIAMOND HEIGHT BLVD (AT ADDISON ST),TOPAZ WAY,,Tube,EB,5,11/17/2016,THURSDAY,17,11,2016,,BAYMETRICS,395,36,48,23,20,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,NB,5,11/17/2016,THURSDAY,17,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",912,92,78,25,20,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,NB,5,11/17/2016,THURSDAY,17,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",912,92,78,25,20,,,,,,,,,
7824000 ,SFMTA,KEYSTONE WAY,OCEAN AVE,KENWOOD WAY,,Tube,S,5,11/17/2016,THURSDAY,17,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",285,28,33,25,20,,,,,,,,,
7824000 ,SFMTA,KEYSTONE WAY,OCEAN AVE,KENWOOD WAY,,Tube,NB,5,11/17/2016,THURSDAY,17,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",195,23,23,25,19,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,S,5,11/17/2016,THURSDAY,17,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",522,38,46,24,19,,,,,,,,,
6695000,SFMTA,HAROLD AVE,HOLLOWAY AVE,OCEAN AVE,BRUCE AVE,Tube,S,5,11/17/2016,THURSDAY,17,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",522,38,46,24,19,,,,,,,,,
12717000,SFMTA,TURK ST,JONES ST,TAYLOR ST,,Tube,WB,5,11/17/2016,THURSDAY,17,11,2016,,"TRAFFIC RESEARCH & ANALYSIS, INC.",7939,412,622,24,18,,,,,,,,,
9222000 ,SFMTA,MOFFITT ST,BEMIS ST,FARNUM ST,,Tube,WB,5,11/17/2016,THURSDAY,17,11,2016,,BAYMETRICS,347,24,33,23,18,,,,,,,,,
9222000 ,SFMTA,MOFFITT ST,BEMIS ST,FARNUM ST,,Tube,EB,5,11/17/2016,THURSDAY,17,11,2016,,BAYMETRICS,568,67,63,18,18,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 10TH AVE,,,TUBE,WB,5,11/17/2016,THURSDAY,17,11,2016,Arterial,IDAX,3327,185,400,19,17,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 10TH AVE,,,TUBE,EB,5,11/17/2016,THURSDAY,17,11,2016,Arterial,IDAX,2831,502,233,13,9,,,,,,,,,
7542000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 30TH AVE,,,TUBE,EB,6,11/18/2016,FRIDAY,18,11,2016,Arterial,IDAX,3855,597,295,33,29,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR,330 EAST OF 30TH AVE,,,TUBE,WB,6,11/18/2016,FRIDAY,18,11,2016,Arterial,IDAX,2627,185,257,32,28,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR 2ND CURVE ,WEST OF TRANSVERSE DR,,,TUBE,EB,6,11/18/2016,FRIDAY,18,11,2016,Arterial,IDAX,2723,431,242,31,27,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR 2ND CURVE ,WEST OF TRANSVERSE DR,,,TUBE,WB,6,11/18/2016,FRIDAY,18,11,2016,Arterial,IDAX,2670,181,246,31,26,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR,330 EAST OF 30TH AVE,,,TUBE,EB,6,11/18/2016,FRIDAY,18,11,2016,Arterial,IDAX,2865,444,240,30,26,,,,,,,,,
7542000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 30TH AVE,,,TUBE,WB,6,11/18/2016,FRIDAY,18,11,2016,Arterial,IDAX,3118,208,321,30,26,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 10TH AVE,,,TUBE,WB,6,11/18/2016,FRIDAY,18,11,2016,Arterial,IDAX,3398,222,373,19,17,,,,,,,,,
7539000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 10TH AVE,,,TUBE,EB,6,11/18/2016,FRIDAY,18,11,2016,Arterial,IDAX,3104,431,268,12,9,,,,,,,,,
7542000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 30TH AVE,,,TUBE,EB,7,11/19/2016,SATURDAY,19,11,2016,Arterial,IDAX,2035,217,204,33,29,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR,330 EAST OF 30TH AVE,,,TUBE,WB,7,11/19/2016,SATURDAY,19,11,2016,Arterial,IDAX,1322,93,123,33,28,,,,,,,,,
7542000,SFMTA,JOHN F KENNEDY DR,500 WEST OF 30TH AVE,,,TUBE,WB,7,11/19/2016,SATURDAY,19,11,2016,Arterial,IDAX,1817,140,167,31,26,,,,,,,,,
7541000,SFMTA,JOHN F KENNDEY DR 2ND CURVE,WEST OF TRANSVERSE DR,,,TUBE,WB,7,11/19/2016,SATURDAY,19,11,2016,Arterial,IDAX,1331,91,124,31,26,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR 2ND CURVE ,WEST OF TRANSVERSE DR,,,TUBE,EB,7,11/19/2016,SATURDAY,19,11,2016,Arterial,IDAX,1215,122,135,30,26,,,,,,,,,
7541000,SFMTA,JOHN F KENNEDY DR,330 EAST OF 30TH AVE,,,TUBE,EB,7,11/19/2016,SATURDAY,19,11,2016,Arterial,IDAX,1249,134,136,29,25,,,,,,,,,
