,Unnamed: 0.1,CNN,PRIMARY_ST,start_loc,end_loc,count,DATE,lat_x,lon_x,lat_y,lon_y
1465,2701,4274000,COLLINS ST,EUCLID AVE,MAYFAIR DR,652,8/31/2017,37.7842427,-122.4511896,37.7857119,-122.4534323
1466,2702,4609000,DAVIS ST,BROADWAY,JACKSON ST,1299,8/31/2017,37.7978488,-122.4068446,37.795631,-122.409815
1467,2706,3863000,CENTRAL AVE ,FELL ST,HAYES ST,698,8/31/2017,37.7759099,-122.4231952,37.7772996,-122.4197525
1468,2708,4609000,DAVIS ST,BROADWAY,JACKSON ST,2294,8/31/2017,37.7978488,-122.4068446,37.795631,-122.409815
1469,2709,3863000,CENTRAL AVE ,FELL ST,HAYES ST,837,8/31/2017,37.7759099,-122.4231952,37.7772996,-122.4197525
1470,2710,8681000,MAPLE ST,CLAY ST,SACRAMENTO ST,880,8/31/2017,37.7939617,-122.4087353,37.7931719,-122.4078389
1471,2711,8681000,MAPLE ST,CLAY ST,SACRAMENTO ST,765,8/31/2017,37.7939617,-122.4087353,37.7931719,-122.4078389
1472,2712,12056000,SPROULE LANE,CLAY ST,SACRAMENTO ST,530,8/31/2017,37.7939617,-122.4087353,37.7927164,-122.411898
1473,2720,2369000,ANZAVISTA AVE,TERRA VISTA AVE,VEGA ST,1827,8/31/2017,37.7814293,-122.4434667,37.7801083,-122.4456868
1474,2721,2369000,ANZAVISTA AVE,TERRA VISTA AVE,VEGA ST,534,8/31/2017,37.7814293,-122.4434667,37.7801083,-122.4456868
1475,2725,528000,12TH AVE,IRVING ST,JUDAH ST,1016,9/12/2017,37.7621961,-122.5083098,37.7620585,-122.4693599
1476,2726,528000,12TH AVE,IRVING ST,JUDAH ST,962,9/12/2017,37.7621961,-122.5083098,37.7620585,-122.4693599
1477,2727,5855000,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,4096,9/12/2017,37.766047,-122.4576062,37.7663964,-122.4534404
1478,2729,5854000,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,4096,9/12/2017,37.766047,-122.4576062,37.7663964,-122.4534404
1479,2731,769000,17TH AVE,TARAVAL ST,ULLOA ST,1754,9/12/2017,37.743128,-122.4737019,37.7407953,-122.4623472
1480,2732,5855000,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,4708,9/12/2017,37.766047,-122.4576062,37.7663964,-122.4534404
1481,2733,5854000,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,4708,9/12/2017,37.766047,-122.4576062,37.7663964,-122.4534404
1482,2737,672000,16TH AVE,CLEMENT ST,GEARY BLVD,766,9/12/2017,37.7825808,-122.4726317,37.7829218,-122.443126
1483,2738,2022000,46TH AVE,JUDAH ST,KIRKHAM ST,1169,9/12/2017,37.7605974,-122.506047,37.7584511,-122.505717
1484,2741,671000,16TH AVE,CALIFORNIA ST,CLEMENT ST,408,9/12/2017,37.7393903,-122.4722334,37.7825808,-122.4726317
1485,2742,672000,16TH AVE,CLEMENT ST,GEARY BLVD,716,9/12/2017,37.7825808,-122.4726317,37.7829218,-122.443126
1486,2743,1551000,27TH AVE,IRVING ST,LINCOLN WAY,393,9/12/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1487,2744,2022000,46TH AVE,JUDAH ST,KIRKHAM ST,1123,9/12/2017,37.7605974,-122.506047,37.7584511,-122.505717
1488,2745,1551000,27TH AVE,IRVING ST,LINCOLN WAY,261,9/12/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1489,2747,12775000,ULLOA ST/SYDNEY WAY,LAGUNA HONDA BOULEVARD,WOODSIDE AVE,828,9/12/2017,37.7489894,-122.459591,37.7463,-122.4555064
1490,2750,7513000,JERSEY ST,CASTRO ST,DIAMOND ST,967,9/12/2017,37.762413,-122.4351739,37.7331279,-122.4342876
1491,2751,7513000,JERSEY ST,CASTRO ST,DIAMOND ST,904,9/12/2017,37.762413,-122.4351739,37.7331279,-122.4342876
1492,2755,2613000,BAKER ST,ANZAVISTA AVE,TURK ST,1079,9/12/2017,37.7809251,-122.4455808,37.779164,-122.442224
1493,2757,4269000,COLLINGWOOD ST,18TH ST,MARKET ST,565,9/12/2017,37.7610311,-122.4355191,37.7525335,-122.4427149
1494,2758,4269000,COLLINGWOOD ST,18TH ST,MARKET ST,82,9/12/2017,37.7610311,-122.4355191,37.7525335,-122.4427149
1495,2759,2613000,BAKER ST,ANZAVISTA AVE,TURK ST,1156,9/12/2017,37.7809251,-122.4455808,37.779164,-122.442224
1496,2760,1641000,30TH AVE,CLEMENT ST,GEARY BLVD,983,9/12/2017,37.7825808,-122.4726317,37.7829218,-122.443126
1497,2761,1641000,30TH AVE,CLEMENT ST,GEARY BLVD,1371,9/12/2017,37.7825808,-122.4726317,37.7829218,-122.443126
1498,2764,2368000,ANZAVISTA AVE,BARCELONA AVE,VEGA ST,284,9/12/2017,37.7802134,-122.4445801,37.7801083,-122.4456868
1499,2766,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,15200,9/13/2017,37.7603796,-122.4468769,37.7463753,-122.447588
1500,2767,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,13385,9/13/2017,37.7603796,-122.4468769,37.7463753,-122.447588
1501,2771,528000,12TH AVE,IRVING ST,JUDAH ST,971,9/13/2017,37.7621961,-122.5083098,37.7620585,-122.4693599
1502,2772,528000,12TH AVE,IRVING ST,JUDAH ST,1010,9/13/2017,37.7621961,-122.5083098,37.7620585,-122.4693599
1503,2776,5855000,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,3981,9/13/2017,37.766047,-122.4576062,37.7663964,-122.4534404
1504,2777,5854000,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,3981,9/13/2017,37.766047,-122.4576062,37.7663964,-122.4534404
1505,2778,5599000,FITZGERALD AVE,HAWES ST,INGALLS ST,1130,9/13/2017,37.719915,-122.389607,37.720973,-122.391506
1506,2781,5855000,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,4603,9/13/2017,37.766047,-122.4576062,37.7663964,-122.4534404
1507,2782,5854000,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,4603,9/13/2017,37.766047,-122.4576062,37.7663964,-122.4534404
1508,2785,2022000,46TH AVE,JUDAH ST,KIRKHAM ST,1053,9/13/2017,37.7605974,-122.506047,37.7584511,-122.505717
1509,2786,2022000,46TH AVE,JUDAH ST,KIRKHAM ST,1106,9/13/2017,37.7605974,-122.506047,37.7584511,-122.505717
1510,2788,9490000,NAPLES STREET,BRAZIL AVE,EXCELSIOR AVE,2217,9/13/2017,37.7225387,-122.43006,37.7239847,-122.429022
1511,2789,2232000,ALVISO ST,HOLLOWAY AVE,URBANO DR,200,9/13/2017,37.7213328,-122.4736698,37.7235086,-122.46773
1512,2804,2232000,ALVISO ST,HOLLOWAY AVE,URBANO DR,284,9/13/2017,37.7213328,-122.4736698,37.7235086,-122.46773
1513,2805,2233000,ALVISO ST,HOLLOWAY AVE,URBANO DR,284,9/13/2017,37.7213328,-122.4736698,37.7235086,-122.46773
1514,2806,1551000,27TH AVE,IRVING ST,LINCOLN WAY,345,9/13/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1515,2808,9490000,NAPLES STREET,BRAZIL AVE,EXCELSIOR AVE,1724,9/13/2017,37.7225387,-122.43006,37.7239847,-122.429022
1516,2810,672000,16TH AVE,CLEMENT ST,GEARY BLVD,756,9/13/2017,37.7825808,-122.4726317,37.7829218,-122.443126
1517,2811,1551000,27TH AVE,IRVING ST,LINCOLN WAY,377,9/13/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1518,2813,7513000,JERSEY ST,CASTRO ST,DIAMOND ST,1012,9/13/2017,37.762413,-122.4351739,37.7331279,-122.4342876
1519,2817,5599000,FITZGERALD AVE,HAWES ST,INGALLS ST,1165,9/13/2017,37.719915,-122.389607,37.720973,-122.391506
1520,2822,8474000,LONDON STREET,FRANCE AVE,RUSSIA AVE,384,9/13/2017,37.7164398,-122.43067,37.7170076,-122.4275961
1521,2824,7513000,JERSEY ST,CASTRO ST,DIAMOND ST,887,9/13/2017,37.762413,-122.4351739,37.7331279,-122.4342876
1522,2829,10364000,PERSIA AVE,LONDON ST,PARIS ST,3532,9/13/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
1523,2830,8474000,LONDON ST,FRANCE AVE,RUSSIA AVE,1019,9/13/2017,37.7164398,-122.43067,37.7170076,-122.4275961
1524,2831,9591000,NIAGARA AVE,ALEMANY BOULEVARD,MISSION ST,1281,9/13/2017,37.7335693,-122.4126004,37.7310909,-122.4289637
1525,2834,3103000,BRAZIL AVE,PRAGUE ST,MUNICH ST,838,9/13/2017,37.7205215,-122.425912,37.720895,-122.426984
1526,2835,10364000,PERSIA AVE,LONDON ST,PARIS ST,3220,9/13/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
1527,2837,4269000,COLLINGWOOD ST,18TH ST,MARKET ST,666,9/13/2017,37.7610311,-122.4355191,37.7525335,-122.4427149
1528,2839,2613000,BAKER ST,ANZAVISTA AVE,TURK ST,1175,9/13/2017,37.7809251,-122.4455808,37.779164,-122.442224
1529,2840,2244000,AMAZON AVE,LONDON ST,PARIS ST,1439,9/13/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
1530,2841,4269000,COLLINGWOOD ST,18TH ST,MARKET ST,146,9/13/2017,37.7610311,-122.4355191,37.7525335,-122.4427149
1531,2843,2244000,AMAZON AVE,LONDON ST,PARIS ST,2768,9/13/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
1532,2844,3103000,BRAZIL AVE,PRAGUE ST,MUNICH ST,970,9/13/2017,37.7205215,-122.425912,37.720895,-122.426984
1533,2847,2613000,BAKER ST,ANZAVISTA AVE,TURK ST,1159,9/13/2017,37.7809251,-122.4455808,37.779164,-122.442224
1534,2848,1641000,30TH AVE,CLEMENT ST,GEARY BLVD,965,9/13/2017,37.7825808,-122.4726317,37.7829218,-122.443126
1535,2849,1641000,30TH AVE,CLEMENT ST,GEARY BLVD,1422,9/13/2017,37.7825808,-122.4726317,37.7829218,-122.443126
1536,2852,9496000,NAPLES ST,GENEVA AVE,AMAZON AVE,1967,9/13/2017,37.7139796,-122.436571,37.7142435,-122.435944
1537,2853,9496000,NAPLES ST,GENEVA AVE,AMAZON AVE,2162,9/13/2017,37.7139796,-122.436571,37.7142435,-122.435944
1538,2857,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,439,9/13/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
1539,2858,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,439,9/13/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
1540,2859,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,688,9/13/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
1541,2860,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,688,9/13/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
1542,2866,2368000,ANZAVISTA AVE,BARCELONA AVE,VEGA ST,613,9/13/2017,37.7802134,-122.4445801,37.7801083,-122.4456868
1543,2867,2368000,ANZAVISTA AVE,BARCELONA AVE,VEGA ST,276,9/13/2017,37.7802134,-122.4445801,37.7801083,-122.4456868
1544,2874,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,15456,9/14/2017,37.7603796,-122.4468769,37.7463753,-122.447588
1545,2875,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,13128,9/14/2017,37.7603796,-122.4468769,37.7463753,-122.447588
1546,2878,5599000,FITZGERALD AVE,HAWES ST,INGALLS ST,1156,9/14/2017,37.719915,-122.389607,37.720973,-122.391506
1547,2879,5599000,FITZGERALD AVE,HAWES ST,INGALLS ST,1198,9/14/2017,37.719915,-122.389607,37.720973,-122.391506
1548,2881,9490000,NAPLES ST,BRAZIL AVE,EXCELSIOR AVE,1546,9/14/2017,37.7225387,-122.43006,37.7239847,-122.429022
1549,2883,2232000,ALVISO ST,HOLLOWAY AVE,URBANO DR,285,9/14/2017,37.7213328,-122.4736698,37.7235086,-122.46773
1550,2884,2233000,ALVISO ST,HOLLOWAY AVE,URBANO DR,285,9/14/2017,37.7213328,-122.4736698,37.7235086,-122.46773
1551,2890,9490000,NAPLES ST,BRAZIL AVE,EXCELSIOR AVE,2292,9/14/2017,37.7225387,-122.43006,37.7239847,-122.429022
1552,2896,9591000,NIAGARA AVE,ALEMANY BOULEVARD,MISSION ST,1589,9/14/2017,37.7335693,-122.4126004,37.7310909,-122.4289637
1553,2900,8474000,LONDON ST,FRANCE AVE,RUSSIA AVE,432,9/14/2017,37.7164398,-122.43067,37.7170076,-122.4275961
1554,2902,8474000,LONDON ST,FRANCE AVE,RUSSIA AVE,1029,9/14/2017,37.7164398,-122.43067,37.7170076,-122.4275961
1555,2903,2232000,ALVISO ST,HOLLOWAY AVE,URBANO DR,197,9/14/2017,37.7213328,-122.4736698,37.7235086,-122.46773
1556,2904,2233000,ALVISO ST,HOLLOWAY AVE,URBANO DR,197,9/14/2017,37.7213328,-122.4736698,37.7235086,-122.46773
1557,2907,10364000,PERSIA AVE,LONDON ST,PARIS ST,3715,9/14/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
1558,2910,3103000,BRAZIL AVE,PRAGUE ST,MUNICH ST,886,9/14/2017,37.7205215,-122.425912,37.720895,-122.426984
1559,2911,10364000,PERSIA AVE,LONDON ST,PARIS ST,3347,9/14/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
1560,2914,3103000,BRAZIL AVE,PRAGUE ST,MUNICH ST,1044,9/14/2017,37.7205215,-122.425912,37.720895,-122.426984
1561,2915,2244000,AMAZON AVE,LONDON ST,PARIS ST,1707,9/14/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
1562,2918,2244000,AMAZON AVE,LONDON ST,PARIS ST,3015,9/14/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
1563,2920,9496000,NAPLES ST,GENEVA AVE,AMAZON AVE,2284,9/14/2017,37.7139796,-122.436571,37.7142435,-122.435944
1564,2921,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,383,9/14/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
1565,2922,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,383,9/14/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
1566,2925,9496000,NAPLES ST,GENEVA AVE,AMAZON AVE,2006,9/14/2017,37.7139796,-122.436571,37.7142435,-122.435944
1567,2926,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,541,9/14/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
1568,2927,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,541,9/14/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
1569,2937,2118000,ALABAMA ST,24TH ST,25TH ST,1098,9/14/2017,37.7518357,-122.425243,37.7508128,-122.4155588
1570,2939,13471000,WAWONA ST,15TH AVE,18TH AVE,1161,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1571,2940,13472000,WAWONA ST,15TH AVE,18TH AVE,1161,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1572,2941,13473000,WAWONA ST,15TH AVE,18TH AVE,1161,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1573,2942,13471000,WAWONA ST,15TH AVE,18TH AVE,612,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1574,2943,13472000,WAWONA ST,15TH AVE,18TH AVE,612,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1575,2944,13473000,WAWONA ST,15TH AVE,18TH AVE,612,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1576,2946,12235000,STONEYBROOK AVE,GLADSTONE DR,TRUMBULL ST,112,9/20/2017,37.729272,-122.422276,37.730951,-122.4219454
1577,2947,12235000,STONEYBROOK AVE,GLADSTONE DR,TRUMBULL ST,330,9/20/2017,37.729272,-122.422276,37.730951,-122.4219454
1578,2949,5874000,FRONT ST,BROADWAY,VALLEJO ST,851,9/20/2017,37.7978488,-122.4068446,37.794613,-122.4399741
1579,2950,5874000,FRONT ST,BROADWAY,VALLEJO ST,878,9/20/2017,37.7978488,-122.4068446,37.794613,-122.4399741
1580,2952,2514000,ASHBURY ST,FREDERICK ST,WALLER ST,2979,9/20/2017,37.7670392,-122.4462775,37.7691868,-122.446861
1581,2953,2514000,ASHBURY ST,FREDERICK ST,WALLER ST,1206,9/20/2017,37.7670392,-122.4462775,37.7691868,-122.446861
1582,2955,13471000,WAWONA ST,15TH AVE,18TH AVE,1208,9/21/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1583,2956,13472000,WAWONA ST,15TH AVE,18TH AVE,1208,9/21/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1584,2957,13473000,WAWONA ST,15TH AVE,18TH AVE,1208,9/21/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1585,2958,13471000,WAWONA ST,15TH AVE,18TH AVE,620,9/21/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
1586,2963,12235000,STONEYBROOK AVE,GLADSTONE DR,TRUMBULL ST,378,9/21/2017,37.729272,-122.422276,37.730951,-122.4219454
1587,2964,12235000,STONEYBROOK AVE,GLADSTONE DR,TRUMBULL ST,123,9/21/2017,37.729272,-122.422276,37.730951,-122.4219454
1588,2965,5874000,FRONT ST,BROADWAY,VALLEJO ST,832,9/21/2017,37.7978488,-122.4068446,37.794613,-122.4399741
1589,2966,5874000,FRONT ST,BROADWAY,VALLEJO ST,858,9/21/2017,37.7978488,-122.4068446,37.794613,-122.4399741
1590,2967,2514000,ASHBURY ST,FREDERICK ST,WALLER ST,3090,9/21/2017,37.7670392,-122.4462775,37.7691868,-122.446861
1591,2968,2514000,ASHBURY ST,FREDERICK ST,WALLER ST,1209,9/21/2017,37.7670392,-122.4462775,37.7691868,-122.446861
1592,2971,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,1277,10/10/2017,37.757286,-122.3923999,37.7601033,-122.393274
1593,2972,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,2127,10/10/2017,37.757286,-122.3923999,37.7601033,-122.393274
1594,2979,6269000,GOLDEN GATE AVE,BUCHANAN ST,LAGUNA ST,10404,10/11/2017,37.7817772,-122.4290408,37.7801097,-122.427154
1595,2980,1634000,29TH ST,CASTRO ST,NOE ST,1191,10/11/2017,37.762413,-122.4351739,37.760224,-122.432716
1596,2981,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,1346,10/11/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1597,2982,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,2070,10/11/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1598,2985,1634000,29TH ST,CASTRO ST,NOE ST,1720,10/11/2017,37.762413,-122.4351739,37.760224,-122.432716
1599,2993,6269000,GOLDEN GATE AVE,BUCHANAN ST,LAGUNA ST,10672,10/12/2017,37.7817772,-122.4290408,37.7801097,-122.427154
1600,2995,1634000,29TH ST,CASTRO ST,NOE ST,1170,10/12/2017,37.762413,-122.4351739,37.760224,-122.432716
1601,2998,1634000,29TH ST,CASTRO ST,NOE ST,1624,10/12/2017,37.762413,-122.4351739,37.760224,-122.432716
1602,3001,12428000,TAYLOR ST,ELLIS ST,EDDY ST,9751,10/17/2017,37.7851198,-122.411478,37.7841159,-122.410657
1603,3002,12427000,TAYLOR ST,EDDY ST,TURK ST,10627,10/17/2017,37.7841159,-122.410657,37.7833861,-122.410083
1604,3005,12437000,TAYLOR ST,BUSH ST,SUTTER ST,7816,10/17/2017,37.7882928,-122.4235039,37.7899401,-122.4030318
1605,3006,12430000,TAYLOR ST,GEARY BOULEVARD,O'FARRELL ST,8789,10/17/2017,37.7829218,-122.443126,37.785865,-122.412139
1606,3008,12427000,TAYLOR ST,EDDY ST,TURK ST,10258,10/18/2017,37.7841159,-122.410657,37.7833861,-122.410083
1607,3009,2642000,BAKER ST,JEFFERSON ST,BEACH ST,1156,10/18/2017,37.8085953,-122.4125827,37.8040689,-122.4394049
1608,3010,12428000,TAYLOR ST,ELLIS ST,EDDY ST,10060,10/18/2017,37.7851198,-122.411478,37.7841159,-122.410657
1609,3011,2642000,BAKER ST,JEFFERSON ST,BEACH ST,817,10/18/2017,37.8085953,-122.4125827,37.8040689,-122.4394049
1610,3014,12437000,TAYLOR ST,BUSH ST,SUTTER ST,7890,10/18/2017,37.7882928,-122.4235039,37.7899401,-122.4030318
1611,3015,12430000,TAYLOR ST,GEARY BOULEVARD,O'FARRELL ST,9451,10/18/2017,37.7829218,-122.443126,37.785865,-122.412139
1612,3016,10371000,PERSIA AVE,MOSCOW ST,ATHENS ST,2597,10/18/2017,37.719716,-122.42868,37.7200969,-122.429782
1613,3017,2249000,AMAZON AVE,NAPLES ST,VIENNA ST,839,10/18/2017,37.714238,-122.4362501,37.7188615,-122.4316463
1614,3018,2249000,AMAZON AVE,NAPLES ST,VIENNA ST,1199,10/18/2017,37.714238,-122.4362501,37.7188615,-122.4316463
1615,3019,10371000,PERSIA AVE,MOSCOW ST,ATHENS ST,3071,10/18/2017,37.719716,-122.42868,37.7200969,-122.429782
1616,3021,12427000,TAYLOR ST,EDDY ST,TURK ST,10997,10/19/2017,37.7841159,-122.410657,37.7833861,-122.410083
1617,3022,2642000,BAKER ST,JEFFERSON ST,BEACH ST,1248,10/19/2017,37.8085953,-122.4125827,37.8040689,-122.4394049
1618,3023,12428000,TAYLOR ST,ELLIS ST,EDDY ST,9845,10/19/2017,37.7851198,-122.411478,37.7841159,-122.410657
1619,3024,2642000,BAKER ST,JEFFERSON ST,BEACH ST,788,10/19/2017,37.8085953,-122.4125827,37.8040689,-122.4394049
1620,3027,2249000,AMAZON AVE,NAPLES ST,VIENNA ST,1185,10/19/2017,37.714238,-122.4362501,37.7188615,-122.4316463
1621,3028,12437000,TAYLOR ST,BUSH ST,SUTTER ST,7342,10/19/2017,37.7882928,-122.4235039,37.7899401,-122.4030318
1622,3029,12430000,TAYLOR ST,GEARY BOULEVARD,O'FARRELL ST,9834,10/19/2017,37.7829218,-122.443126,37.785865,-122.412139
1623,3030,10371000,PERSIA AVE,MOSCOW ST,ATHENS ST,2681,10/19/2017,37.719716,-122.42868,37.7200969,-122.429782
1624,3031,2249000,AMAZON AVE,NAPLES ST,VIENNA ST,873,10/19/2017,37.714238,-122.4362501,37.7188615,-122.4316463
1625,3032,10371000,PERSIA AVE,MOSCOW ST,ATHENS ST,2985,10/19/2017,37.719716,-122.42868,37.7200969,-122.429782
1626,3035,12429000,TAYLOR ST,O'FARRELL ST,ELLIS ST,10250,11/7/2017,37.785865,-122.412139,37.7851198,-122.411478
1627,3036,12436000,TAYLOR ST,SUTTER ST,POST ST,8460,11/7/2017,37.7888674,-122.412253,37.7878614,-122.4114361
1628,3037,12435000,TAYLOR ST,SUTTER ST,POST ST,8460,11/7/2017,37.7888674,-122.412253,37.7878614,-122.4114361
1629,3038,12434000,TAYLOR ST,SUTTER ST,POST ST,8460,11/7/2017,37.7888674,-122.412253,37.7878614,-122.4114361
1630,3043,12429000,TAYLOR ST,O'FARRELL ST,ELLIS ST,10363,11/8/2017,37.785865,-122.412139,37.7851198,-122.411478
1631,3046,12436000,TAYLOR ST,SUTTER ST,POST ST,9987,11/8/2017,37.7888674,-122.412253,37.7878614,-122.4114361
1632,3047,12435000,TAYLOR ST,SUTTER ST,POST ST,9987,11/8/2017,37.7888674,-122.412253,37.7878614,-122.4114361
1633,3048,12434000,TAYLOR ST,SUTTER ST,POST ST,9987,11/8/2017,37.7888674,-122.412253,37.7878614,-122.4114361
1634,3049,12429000,TAYLOR ST,O'FARRELL ST,ELLIS ST,10117,11/9/2017,37.785865,-122.412139,37.7851198,-122.411478
1635,3052,12436000,TAYLOR ST,SUTTER ST,POST ST,9467,11/9/2017,37.7888674,-122.412253,37.7878614,-122.4114361
1636,3053,12435000,TAYLOR ST,SUTTER ST,POST ST,9467,11/9/2017,37.7888674,-122.412253,37.7878614,-122.4114361
1637,3054,12434000,TAYLOR ST,SUTTER ST,POST ST,9467,11/9/2017,37.7888674,-122.412253,37.7878614,-122.4114361
1638,3065,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,14812,12/5/2017,37.7603796,-122.4468769,37.7463753,-122.447588
1639,3066,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,13805,12/5/2017,37.7603796,-122.4468769,37.7463753,-122.447588
1640,3072,1016000,20TH AVE,SANTIAGO ST,TARAVAL ST,1091,12/5/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
1641,3073,1016000,20TH AVE,SANTIAGO ST,TARAVAL ST,1203,12/5/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
1642,3078,1090000,21ST AVE,SANTIAGO ST,TARAVAL ST,457,12/5/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
1643,3080,1090000,21ST AVE,SANTIAGO ST,TARAVAL ST,542,12/5/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
1644,3081,7941000,LAGUNA ST,HAIGHT ST,WALLER ST,2088,12/5/2017,37.7727888,-122.425826,37.7720971,-122.42566135151006
1645,3088,7941000,LAGUNA ST,HAIGHT ST,WALLER ST,4931,12/5/2017,37.7727888,-122.425826,37.7720971,-122.42566135151006
1646,3099,1822000,37TH AVE,ANZA ST,BALBOA ST,859,12/5/2017,37.7798991,-122.4559881,37.7757799,-122.4971862
1647,3100,1822000,37TH AVE,ANZA ST,BALBOA ST,501,12/5/2017,37.7798991,-122.4559881,37.7757799,-122.4971862
1648,3103,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,15238,12/6/2017,37.7603796,-122.4468769,37.7463753,-122.447588
1649,3104,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,14421,12/6/2017,37.7603796,-122.4468769,37.7463753,-122.447588
1650,3109,1016000,20TH AVE,SANTIAGO ST,TARAVAL ST,1142,12/6/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
1651,3111,1016000,20TH AVE,SANTIAGO ST,TARAVAL ST,1160,12/6/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
1652,3117,1090000,21ST AVE,SANTIAGO ST,TARAVAL ST,439,12/6/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
1653,3119,1090000,21ST AVE,SANTIAGO ST,TARAVAL ST,557,12/6/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
1654,3132,6265000,GOLDEN GATE AVE,VAN NESS AVE,POLK ST,9377,12/6/2017,37.78092,-122.420718,37.78122,-122.4183708
1655,3137,7941000,LAGUNA ST,HAIGHT ST,WALLER ST,1901,12/6/2017,37.7727888,-122.425826,37.7720971,-122.42566135151006
1656,3138,5659000,FOLSOM ST,2ND ST,ESSEX ST,11772,12/6/2017,37.7853938,-122.39699505,37.78624605,-122.39548892061488
1657,3140,6266000,GOLDEN GATE AVE,FRANKLIN ST,VAN NESS AVE,7450,12/6/2017,37.7863356,-122.4232167,37.78092,-122.420718
1658,3144,7941000,LAGUNA ST,HAIGHT ST,WALLER ST,4690,12/6/2017,37.7727888,-122.425826,37.7720971,-122.42566135151006
1659,3159,1822000,37TH AVE,ANZA ST,BALBOA ST,771,12/6/2017,37.7798991,-122.4559881,37.7757799,-122.4971862
1660,3161,1822000,37TH AVE,ANZA ST,BALBOA ST,515,12/6/2017,37.7798991,-122.4559881,37.7757799,-122.4971862
1661,3174,6265000,GOLDEN GATE AVE,VAN NESS AVE,POLK ST,9722,12/7/2017,37.78092,-122.420718,37.78122,-122.4183708
