,Unnamed: 0,CNN,PRIMARY_ST,start_loc,end_loc,count,DATE,lat_x,lon_x,lat_y,lon_y
1307,1307,13524001,WEBSTER ST,HAIGHT ST,PAGE ST,2653,6/21/2016,37.7713924,-122.4286167,37.7728238,-122.432412
1308,1308,8856000,MASONIC AVE,WALLER ST,FREDERICK ST,3670,6/21/2016,37.7702178,-122.4378271,37.7675665,-122.4448565
1309,1309,9021000,MIGUEL ST,BEACON ST,BEMIS ST,725,6/21/2016,37.740838,-122.432936,37.7384132,-122.4287443
1310,1310,9022000,MIGUEL ST,BEACON ST,BEMIS ST,725,6/21/2016,37.740838,-122.432936,37.7384132,-122.4287443
1311,1311,13524001,WEBSTER ST,HAIGHT ST,PAGE ST,2045,6/21/2016,37.7713924,-122.4286167,37.7728238,-122.432412
1313,1313,13524002,WEBSTER ST,HAIGHT ST,PAGE ST,2563,6/21/2016,37.7713924,-122.4286167,37.7728238,-122.432412
1314,1314,13524002,WEBSTER ST,HAIGHT ST,PAGE ST,2653,6/21/2016,37.7713924,-122.4286167,37.7728238,-122.432412
1315,1315,13524002,WEBSTER ST,HAIGHT ST,PAGE ST,2045,6/21/2016,37.7713924,-122.4286167,37.7728238,-122.432412
1316,1316,13524002,WEBSTER ST,HAIGHT ST,PAGE ST,2045,6/21/2016,37.7713924,-122.4286167,37.7728238,-122.432412
1318,1318,8773101,MARKET ST,DANVERS ST,HATTIE ST,6121,6/22/2016,37.7596655,-122.443036,37.760861,-122.441002
1319,1319,9022000,MIGUEL ST,BEACON ST,BEMIS ST,706,6/22/2016,37.740838,-122.432936,37.7384132,-122.4287443
1320,1320,8856000,MASONIC AVE,WALLER ST,FREDERICK ST,4287,6/22/2016,37.7702178,-122.4378271,37.7675665,-122.4448565
1321,1321,9021000,MIGUEL ST,BEACON ST,BEMIS ST,706,6/22/2016,37.740838,-122.432936,37.7384132,-122.4287443
1322,1322,9021000,MIGUEL ST,BEACON ST,BEMIS ST,654,6/22/2016,37.740838,-122.432936,37.7384132,-122.4287443
1323,1323,9022000,MIGUEL ST,BEACON ST,BEMIS ST,654,6/22/2016,37.740838,-122.432936,37.7384132,-122.4287443
1324,1324,8856000,MASONIC AVE,WALLER ST,FREDERICK ST,3655,6/22/2016,37.7702178,-122.4378271,37.7675665,-122.4448565
1325,1325,8773101,MARKET ST,DANVERS ST,HATTIE ST,6373,6/22/2016,37.7596655,-122.443036,37.760861,-122.441002
1327,1327,7995000,LAGUNA HONDA BLVD ,HERNANDEZ AVE,BALCETA AVE,2936,7/13/2016,37.7447899,-122.457405,37.7453866,-122.457076
1328,1328,7995000,LAGUNA HONDA BLVD ,HERNANDEZ AVE,BALCETA AVE,3332,7/13/2016,37.7447899,-122.457405,37.7453866,-122.457076
1333,1333,3281000,BRYANT ST,2ND ST,3RD ST,15926,8/30/2016,37.7824848,-122.3928646,37.7770808,-122.3905503
1334,1334,3280000,BRYANT ST,2ND ST,3RD ST,15926,8/30/2016,37.7824848,-122.3928646,37.7770808,-122.3905503
1335,1335,3074000,BRANNAN ST,2ND ST,3RD ST,7248,8/30/2016,37.7824848,-122.3928646,37.7770808,-122.3905503
1336,1336,3074000,BRANNAN ST,2ND ST,3RD ST,7248,8/30/2016,37.7824848,-122.3928646,37.7770808,-122.3905503
1337,1337,3074000,BRANNAN ST,2ND ST,3RD ST,7256,8/30/2016,37.7824848,-122.3928646,37.7770808,-122.3905503
1338,1338,3074000,BRANNAN ST,2ND ST,3RD ST,7256,8/30/2016,37.7824848,-122.3928646,37.7770808,-122.3905503
1339,1339,3297000,BRYANT ST,8TH ST,9TH ST,21408,8/30/2016,37.7722944,-122.407116,37.7714486,-122.408193
1340,1340,3298000,BRYANT ST,8TH ST,9TH ST,21408,8/30/2016,37.7722944,-122.407116,37.7714486,-122.408193
1341,1341,454000,9TH ST,FOLSOM ST,HARRISON ST,24595,8/30/2016,37.7740352,-122.411791,37.7728705,-122.410327
1342,1342,456000,9TH ST,FOLSOM ST,HARRISON ST,24595,8/30/2016,37.7740352,-122.411791,37.7728705,-122.410327
1343,1343,3090000,BRANNAN ST,9TH ST,DIVISION ST,4979,8/30/2016,37.7702425,-122.406945,37.7692435,-122.4085329
1344,1344,3091000,BRANNAN ST,9TH ST,DIVISION ST,4979,8/30/2016,37.7702425,-122.406945,37.7692435,-122.4085329
1345,1345,3090000,BRANNAN ST,9TH ST,DIVISION ST,6564,8/30/2016,37.7702425,-122.406945,37.7692435,-122.4085329
1346,1346,3091000,BRANNAN ST,9TH ST,DIVISION ST,6564,8/30/2016,37.7702425,-122.406945,37.7692435,-122.4085329
1347,1347,515000,11TH ST,FOLSOM ST,HARRISON ST,2786,9/15/2016,37.7842222,-122.3984442,37.7710441,-122.412861
1348,1348,372000,7TH ST,FOLSOM ST,HARRISON ST,24110,9/15/2016,37.7842222,-122.3984442,37.7757321,-122.40650180021004
1349,1349,515000,11TH ST,FOLSOM ST,HARRISON ST,6281,9/15/2016,37.7842222,-122.3984442,37.7710441,-122.412861
1350,1350,3076000,BRANNAN ST,3RD ST,4TH ST,7735,9/17/2016,37.7770808,-122.3905503,37.7782151,-122.3965161
1351,1351,3076000,BRANNAN ST,3RD ST,4TH ST,5387,9/17/2016,37.7770808,-122.3905503,37.7782151,-122.3965161
1353,1353,301000,5TH ST,FOLSOM ST,HARRISON ST,11971,9/22/2016,37.7804562,-122.40346,37.7776981,-122.4035514
1354,1354,170000,3RD STREET,FOLSOM ST,HARRISON ST,23081,9/22/2016,37.7841984,-122.399293,37.7776981,-122.4035514
1355,1355,171000,3RD STREET,FOLSOM ST,HARRISON ST,23081,9/22/2016,37.7841984,-122.399293,37.7776981,-122.4035514
1356,1356,337000,6TH ST,FOLSOM ST,HARRISON ST,12867,9/22/2016,37.7842222,-122.3984442,37.7773125,-122.40429
1357,1357,337000,6TH ST,FOLSOM ST,HARRISON ST,12867,9/22/2016,37.7842222,-122.3984442,37.7773125,-122.40429
1358,1358,3439000,BUSH ST,TAYLOR ST,JONES ST,21929,10/26/2016,37.7842222,-122.3984442,37.7773125,-122.40429
1359,1359,373000,8TH ST,FOLSOM ST,HARRISON ST,15938,11/3/2016,37.7842222,-122.3984442,37.7773125,-122.40429
1360,1360,106000,1ST ST,MISSION ST,HOWARD ST,22642,11/3/2016,37.78947,-122.397352,37.7773125,-122.40429
1361,1361,104001,1ST ST,MISSION ST,HOWARD ST,22642,11/3/2016,37.78947,-122.397352,37.7773125,-122.40429
1362,1362,7428000,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,567,11/8/2016,37.7286649,-122.3787891,37.727425,-122.382687
1363,1363,7429000,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,567,11/8/2016,37.7286649,-122.3787891,37.727425,-122.382687
1364,1364,7428000,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,773,11/8/2016,37.7286649,-122.3787891,37.727425,-122.382687
1365,1365,7429000,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,773,11/8/2016,37.7286649,-122.3787891,37.727425,-122.382687
1366,1366,7432000,JAMESTOWN AVE,INGALLS ST,JENNINGS ST,1591,11/8/2016,37.7313771,-122.3794013,37.7262314,-122.3894274
1367,1367,7739000,KANSAS STREET,26TH ST,25TH ST,3546,11/8/2016,37.7508458,-122.402131,37.7518705,-122.402232
1368,1368,7431000,JAMESTOWN AVE,INGALLS ST,REDONDO ST,1459,11/8/2016,37.7313771,-122.3794013,37.7184985,-122.3921389
1369,1369,7432000,JAMESTOWN AVE,INGALLS ST,JENNINGS ST,1524,11/8/2016,37.7313771,-122.3794013,37.7262314,-122.3894274
1370,1370,11003000,RHODE ISLAND ST,23RD ST,24TH ST,564,11/8/2016,37.7543762,-122.401702,37.7533925,-122.401601
1371,1371,11003000,RHODE ISLAND ST,23RD ST,24TH ST,918,11/8/2016,37.7543762,-122.401702,37.7533925,-122.401601
1375,1375,11004000,RHODE ISLAND ST,24TH ST,25TH ST,911,11/8/2016,37.7533925,-122.401601,37.7521132,-122.40148
1376,1376,7739000,KANSAS ST,26TH ST,25TH ST,2032,11/8/2016,37.7508458,-122.402131,37.7518705,-122.402232
1380,1380,7198000,INDIANA ST,23RD ST,25TH ST,2097,11/8/2016,37.757286,-122.3923999,37.7508128,-122.4155588
1381,1381,11004000,RHODE ISLAND ST,24TH ST,25TH ST,356,11/8/2016,37.7533925,-122.401601,37.7521132,-122.40148
1382,1382,1504000,26TH ST,DE HARO ST,WISCONSIN,3089,11/8/2016,37.7508582,-122.400146,37.7521132,-122.40148
1383,1383,1505000,26TH ST,DE HARO ST,WISCONSIN,3089,11/8/2016,37.7508582,-122.400146,37.7665366,-122.3998185
1395,1395,7431000,JAMESTOWN AVE,INGALLS ST,REDONDO ST,1288,11/8/2016,37.7313771,-122.3794013,37.7184985,-122.3921389
1396,1396,7428000,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,546,11/9/2016,37.7286649,-122.3787891,37.727425,-122.382687
1397,1397,7429000,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,546,11/9/2016,37.7286649,-122.3787891,37.727425,-122.382687
1398,1398,7428000,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,855,11/9/2016,37.7286649,-122.3787891,37.727425,-122.382687
1399,1399,7429000,JAMESTOWN AVE,GRIFFITH ST,HAWES ST,855,11/9/2016,37.7286649,-122.3787891,37.727425,-122.382687
1400,1400,7431000,JAMESTOWN AVE,INGALLS ST,REDONDO ST,1266,11/9/2016,37.7313771,-122.3794013,37.7184985,-122.3921389
1401,1401,7432000,JAMESTOWN AVE,INGALLS ST,JENNINGS ST,1522,11/9/2016,37.7313771,-122.3794013,37.7262314,-122.3894274
1402,1402,7431000,JAMESTOWN AVE,INGALLS ST,REDONDO ST,1507,11/9/2016,37.7313771,-122.3794013,37.7184985,-122.3921389
1404,1404,7739000,KANSAS STREET,26TH ST,25TH ST,3023,11/9/2016,37.7508458,-122.402131,37.7518705,-122.402232
1405,1405,11003000,RHODE ISLAND ST,23RD ST,24TH ST,914,11/9/2016,37.7543762,-122.401702,37.7533925,-122.401601
1407,1407,11003000,RHODE ISLAND ST,23RD ST,24TH ST,496,11/9/2016,37.7543762,-122.401702,37.7533925,-122.401601
1408,1408,7739000,KANSAS STREET,26TH ST,25TH ST,1936,11/9/2016,37.7508458,-122.402131,37.7518705,-122.402232
1414,1414,11004000,RHODE ISLAND ST,24TH ST,25TH ST,886,11/9/2016,37.7533925,-122.401601,37.7521132,-122.40148
1415,1415,7198000,INDIANA ST,23RD ST,25TH ST,2097,11/9/2016,37.757286,-122.3923999,37.7508128,-122.4155588
1416,1416,11004000,RHODE ISLAND ST,24TH ST,25TH ST,302,11/9/2016,37.7533925,-122.401601,37.7521132,-122.40148
1417,1417,1505000,26TH ST,DE HARO ST,WISCONSIN,2882,11/9/2016,37.7508582,-122.400146,37.7665366,-122.3998185
1418,1418,1504000,26TH ST,DE HARO ST,WISCONSIN,2882,11/9/2016,37.7508582,-122.400146,37.7665366,-122.3998185
1423,1423,7198000,INDIANA ST,23RD ST,25TH ST,265,11/9/2016,37.757286,-122.3923999,37.7508128,-122.4155588
1426,1426,1505000,26TH ST,DE HARO ST,WISCONSIN,2028,11/9/2016,37.7508582,-122.400146,37.7665366,-122.3998185
1430,1430,7077000,HUDSON AVE,MENDELL ST,KEITH ST,2013,11/15/2016,37.7389897,-122.386576,37.7375793,-122.384217
1432,1432,7077000,HUDSON AVE,MENDELL ST,KEITH ST,1837,11/15/2016,37.7389897,-122.386576,37.7375793,-122.384217
1433,1433,1868000,39TH AVE,CABRILLO ST,FULTON ST,330,11/15/2016,37.7751274,-122.469243,37.7734186,-122.4656809
1435,1435,2638000,BAKER ST,BAY ST,FRANCISCO ST,623,11/15/2016,37.806726,-122.4059099,37.804684,-122.4134294
1436,1436,1850000,38TH AVE,CABRILLO ST,FULTON ST,442,11/15/2016,37.7751274,-122.469243,37.7734186,-122.4656809
1438,1438,1850000,38TH AVE,CABRILLO ST,FULTON ST,437,11/15/2016,37.7751274,-122.469243,37.7734186,-122.4656809
1448,1448,424000,09TH AVE,CALIFORNIA ST,CLEMENT ST,526,11/15/2016,37.78446,-122.4724574,37.7825808,-122.4726317
1452,1452,424000,09TH AVE,CALIFORNIA ST,CLEMENT ST,534,11/15/2016,37.78446,-122.4724574,37.7825808,-122.4726317
1456,1456,7824000,KEYSTONE WAY,OCEAN AVE,KENWOOD WAY,161,11/15/2016,37.7236783,-122.4379542,37.7280605,-122.4628968
1457,1457,2638000,BAKER ST,BAY ST,FRANCISCO ST,1140,11/15/2016,37.806726,-122.4059099,37.804684,-122.4134294
1458,1458,7824000,KEYSTONE WAY,OCEAN AVE,KENWOOD WAY,223,11/15/2016,37.7236783,-122.4379542,37.7280605,-122.4628968
1459,1459,9021000,MIGUEL ST,BEACON ST,BEMIS ST,873,11/15/2016,37.740838,-122.432936,37.7384132,-122.4287443
1460,1460,9022000,MIGUEL ST,BEACON ST,BEMIS ST,873,11/15/2016,37.740838,-122.432936,37.7384132,-122.4287443
1470,1470,9022000,MIGUEL ST,BEACON ST,BEMIS ST,851,11/15/2016,37.740838,-122.432936,37.7384132,-122.4287443
1471,1471,9021000,MIGUEL ST,BEACON ST,BEMIS ST,851,11/15/2016,37.740838,-122.432936,37.7384132,-122.4287443
1476,1476,7077000,HUDSON AVE,MENDELL ST,KEITH ST,2061,11/16/2016,37.7389897,-122.386576,37.7375793,-122.384217
1477,1477,7077000,HUDSON AVE,MENDELL ST,KEITH ST,1901,11/16/2016,37.7389897,-122.386576,37.7375793,-122.384217
1483,1483,1868000,39TH AVE,CABRILLO ST,FULTON ST,393,11/16/2016,37.7751274,-122.469243,37.7734186,-122.4656809
1484,1484,2638000,BAKER ST,BAY ST,FRANCISCO ST,639,11/16/2016,37.806726,-122.4059099,37.804684,-122.4134294
1486,1486,1850000,38TH AVE,CABRILLO ST,FULTON ST,446,11/16/2016,37.7751274,-122.469243,37.7734186,-122.4656809
1488,1488,1850000,38TH AVE,CABRILLO ST,FULTON ST,486,11/16/2016,37.7751274,-122.469243,37.7734186,-122.4656809
1497,1497,1868000,39TH AVE,CABRILLO ST,FULTON ST,491,11/16/2016,37.7751274,-122.469243,37.7734186,-122.4656809
1500,1500,424000,09TH AVE,CALIFORNIA ST,CLEMENT ST,608,11/16/2016,37.78446,-122.4724574,37.7825808,-122.4726317
1504,1504,12720000,TURK ST,LARKIN ST,HYDE ST,9526,11/16/2016,37.7824862,-122.417155,37.7826166,-122.416071
1505,1505,12721000,TURK ST,LARKIN ST,HYDE ST,9526,11/16/2016,37.7824862,-122.417155,37.7826166,-122.416071
1512,1512,2638000,BAKER ST,BAY ST,FRANCISCO ST,1241,11/16/2016,37.806726,-122.4059099,37.804684,-122.4134294
1513,1513,9021000,MIGUEL ST,BEACON ST,BEMIS ST,861,11/16/2016,37.740838,-122.432936,37.7384132,-122.4287443
1514,1514,9022000,MIGUEL ST,BEACON ST,BEMIS ST,861,11/16/2016,37.740838,-122.432936,37.7384132,-122.4287443
1516,1516,424000,09TH AVE,CALIFORNIA ST,CLEMENT ST,513,11/16/2016,37.78446,-122.4724574,37.7825808,-122.4726317
1525,1525,9222000,MOFFITT ST,BEMIS ST,FARNUM ST,432,11/16/2016,37.7367508,-122.431078,37.7383449,-122.4340479
1526,1526,9222000,MOFFITT ST,BEMIS ST,FARNUM ST,522,11/16/2016,37.7367508,-122.431078,37.7383449,-122.4340479
1527,1527,9021000,MIGUEL ST,BEACON ST,BEMIS ST,878,11/16/2016,37.740838,-122.432936,37.7384132,-122.4287443
1528,1528,9022000,MIGUEL ST,BEACON ST,BEMIS ST,878,11/16/2016,37.740838,-122.432936,37.7384132,-122.4287443
1540,1540,12717000,TURK ST,JONES ST,TAYLOR ST,7939,11/17/2016,37.7830479,-122.41278,37.7833861,-122.410083
1541,1541,9222000,MOFFITT ST,BEMIS ST,FARNUM ST,347,11/17/2016,37.7367508,-122.431078,37.7383449,-122.4340479
1542,1542,9222000,MOFFITT ST,BEMIS ST,FARNUM ST,568,11/17/2016,37.7367508,-122.431078,37.7383449,-122.4340479
1546,1546,8033000,LAKE ST,24TH AVE,25TH AVE,2987,12/6/2016,37.7633353,-122.4825047,37.7858675,-122.4852751
1547,1547,2955000,BERRY ST,5TH ST,KING ST,1419,12/6/2016,37.7741816,-122.3955001,37.7718851,-122.3984139
1550,1550,2955000,BERRY ST,5TH ST,KING ST,1367,12/6/2016,37.7741816,-122.3955001,37.7718851,-122.3984139
1551,1551,8033000,LAKE ST,24TH AVE,25TH AVE,2451,12/6/2016,37.7633353,-122.4825047,37.7858675,-122.4852751
1554,1554,3340000,BUCHANAN ST,SACRAMENTO ST,CALIFORNIA ST,1847,12/6/2016,37.7903484,-122.4305873,37.7843205,-122.4295806
1556,1556,3340000,BUCHANAN ST,SACRAMENTO ST,CALIFORNIA ST,3573,12/6/2016,37.7903484,-122.4305873,37.7843205,-122.4295806
1560,1560,2949000,BERNARD ST,JONES ST,LEAVENWORTH ST,125,12/6/2016,37.7830995,-122.4124438,37.7826781,-122.4140451
1563,1563,6412000,GRANT AVE,LOMBARD ST,GREENWICH ST,709,12/6/2016,37.8035118,-122.408105,37.7985429,-122.4391739
1564,1564,6410000,GRANT AVE,LOMBARD ST,GREENWICH ST,709,12/6/2016,37.8035118,-122.408105,37.7985429,-122.4391739
1565,1565,1813000,36TH AVE,SANTIAGO ST ,TARAVAL ST,661,12/7/2016,37.7444939,-122.4854816,37.7429279,-122.4801017
1566,1566,844000,18TH AVE,RIVERA ST,SANTIAGO ST,1685,12/7/2016,37.7469269,-122.4727715,37.7444939,-122.4854816
1569,1569,8033000,LAKE ST,24TH AVE,25TH AVE,2931,12/7/2016,37.7633353,-122.4825047,37.7725724,-122.4842075
1570,1570,844000,18TH AVE,RIVERA ST,SANTIAGO ST,2451,12/7/2016,37.7469269,-122.4727715,37.7444939,-122.4854816
1571,1571,2955000,BERRY ST,5TH ST,KING ST,1637,12/7/2016,37.7741816,-122.3955001,37.7718851,-122.3984139
1575,1575,2955000,BERRY ST,5TH ST,KING ST,1694,12/7/2016,37.7741816,-122.3955001,37.7718851,-122.3984139
1577,1577,8033000,LAKE ST,24TH AVE,25TH AVE,2343,12/7/2016,37.7633353,-122.4825047,37.7858675,-122.4852751
1578,1578,1813000,36TH AVE,SANTIAGO ST ,TARAVAL ST,250,12/7/2016,37.7444939,-122.4854816,37.7429279,-122.4801017
1580,1580,1018000,20TH AVE,ULLOA ST,VICENTE ST,483,12/7/2016,37.7407953,-122.4623472,37.7384903,-122.4944068
1581,1581,1387000,25TH AVE,NORIEGA ST,ORTEGA ST,463,12/7/2016,37.7538628,-122.483051,37.7524726,-122.4742227
1585,1585,3340000,BUCHANAN ST,SACRAMENTO ST,CALIFORNIA ST,2081,12/7/2016,37.7903484,-122.4305873,37.78446,-122.4724574
1589,1589,3340000,BUCHANAN ST,SACRAMENTO ST,CALIFORNIA ST,3451,12/7/2016,37.7903484,-122.4305873,37.78446,-122.4724574
1596,1596,1018000,20TH AVE,ULLOA ST,VICENTE ST,568,12/7/2016,37.7407953,-122.4623472,37.7384903,-122.4944068
1599,1599,6410000,GRANT AVE,LOMBARD ST,GREENWICH ST,714,12/7/2016,37.8035118,-122.408105,37.7985429,-122.4391739
1600,1600,6412000,GRANT AVE,LOMBARD ST,GREENWICH ST,714,12/7/2016,37.8035118,-122.408105,37.7985429,-122.4391739
1601,1601,1813000,36TH AVE,SANTIAGO ST ,TARAVAL ST,764,12/8/2016,37.7444939,-122.4854816,37.7429279,-122.4801017
1602,1602,844000,18TH AVE,RIVERA ST,SANTIAGO ST,1642,12/8/2016,37.7469269,-122.4727715,37.7444939,-122.4854816
1603,1603,844000,18TH AVE,RIVERA ST,SANTIAGO ST,2533,12/8/2016,37.7469269,-122.4727715,37.7444939,-122.4854816
1609,1609,1813000,36TH AVE,SANTIAGO ST ,TARAVAL ST,260,12/8/2016,37.7444939,-122.4854816,37.7429279,-122.4801017
1612,1612,1018000,20TH AVE,ULLOA ST,VICENTE ST,514,12/8/2016,37.7407953,-122.4623472,37.7384903,-122.4944068
1613,1613,1387000,25TH AVE,NORIEGA ST,ORTEGA ST,434,12/8/2016,37.7538628,-122.483051,37.7524726,-122.4742227
1617,1617,1018000,20TH AVE,ULLOA ST,VICENTE ST,501,12/8/2016,37.7407953,-122.4623472,37.7384903,-122.4944068
1621,1621,4774101,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,5794,1/24/2017,37.7467112,-122.444168,37.7451654,-122.439877
1622,1622,4774201,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,5842,1/24/2017,37.7467112,-122.444168,37.7451654,-122.439877
1623,1623,4774101,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,5662,1/24/2017,37.7467112,-122.444168,37.7451654,-122.439877
1624,1624,4774101,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,5507,1/24/2017,37.7467112,-122.444168,37.7451654,-122.439877
1625,1625,12543000,TEXAS ST,20TH ST,SIERRA ST,430,1/24/2017,37.7604997,-122.3885771,37.7583514,-122.3951606
1626,1626,1450000,25TH ST,CHURCH ST,DOLORES ST,2053,1/24/2017,37.7672666,-122.4292613,37.7414969,-122.4240961
1627,1627,6651000,HAMPSHIRE ST,18TH ST,19TH ST,923,1/24/2017,37.761385,-122.4268241,37.7603869,-122.4168053
1628,1628,6653000,HAMPSHIRE ST,20TH ST,21ST ST,888,1/24/2017,37.7604997,-122.3885771,37.7562928,-122.427042
1631,1631,9202000,MISSISSIPPI ST,18TH ST,19TH ST,707,1/24/2017,37.761385,-122.4268241,37.7603869,-122.4168053
1635,1635,9209000,MISSOURI ST,18TH ST,MARIPOSA ST,1128,1/24/2017,37.761385,-122.4268241,37.7640787,-122.393092
1636,1636,9056000,MINNESOTA ST,20TH ST,22ND ST,1130,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1638,1638,12485000,TENNESSEE ST,20TH ST,22ND ST,1015,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1640,1640,10334000,PENNSYLVANIA AVE ,19TH ST,20TH ST,1815,1/24/2017,37.7603869,-122.4168053,37.7604997,-122.3885771
1641,1641,10334000,PENNSYLVANIA AVE ,19TH ST,20TH ST,1271,1/24/2017,37.7603869,-122.4168053,37.7604997,-122.3885771
1642,1642,6651000,HAMPSHIRE ST,18TH ST,19TH ST,1089,1/24/2017,37.761385,-122.4268241,37.7603869,-122.4168053
1643,1643,9056000,MISSISSIPPI ST,20TH ST,22ND ST,453,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1644,1644,9202000,MISSISSIPPI ST,18TH ST,19TH ST,993,1/24/2017,37.761385,-122.4268241,37.7603869,-122.4168053
1646,1646,6653000,HAMPSHIRE ST,20TH ST,21ST ST,1158,1/24/2017,37.7604997,-122.3885771,37.7562928,-122.427042
1647,1647,9209000,MISSOURI ST,18TH ST,MARIPOSA ST,953,1/24/2017,37.761385,-122.4268241,37.7640787,-122.393092
1648,1648,9056000,MISSISSIPPI ST,20TH ST,22ND ST,442,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1650,1650,4796000,DIVISADERO ST,14TH ST,DUBOCE ST,954,1/24/2017,37.7676665,-122.430091,37.7713128,-122.4373815
1651,1651,4796000,DIVISADERO ST,14TH ST,DUBOCE ST,504,1/24/2017,37.7676665,-122.430091,37.7713128,-122.4373815
1653,1653,11795000,SHARON ST,15TH ST,16TH ST,345,1/24/2017,37.7662713,-122.4264815,37.7646255,-122.4287107
1654,1654,12485000,TENNESSEE ST,20TH ST,22ND ST,898,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1655,1655,9056000,MINNESOTA ST,20TH ST,22ND ST,731,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1656,1656,11795000,SHARON ST,15TH ST,16TH ST,333,1/24/2017,37.7662713,-122.4264815,37.7646255,-122.4287107
1657,1657,4739000,DIAMOND ST,19TH ST,20TH ST,1661,1/24/2017,37.7603869,-122.4168053,37.7604997,-122.3885771
1658,1658,9212000,MISSOURI ST,20TH ST,22ND ST,506,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1659,1659,9212000,MISSOURI ST,20TH ST,22ND ST,506,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1660,1660,4739000,DIAMOND ST,19TH ST,20TH ST,1347,1/24/2017,37.7603869,-122.4168053,37.7604997,-122.3885771
1661,1661,9212000,MISSOURI ST,20TH ST,22ND ST,518,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1662,1662,9212000,MISSOURI ST,20TH ST,22ND ST,518,1/24/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1663,1663,1199000,22ND ST,CHATTANOOGA ST,DOLORES ST,1401,1/24/2017,37.75336,-122.426478,37.7550407,-122.4255405
1664,1664,1199000,22ND ST,CHATTANOOGA ST,DOLORES ST,1622,1/24/2017,37.75336,-122.426478,37.7414969,-122.4240961
1665,1665,12543000,TEXAS ST,20TH ST,SIERRA ST,467,1/24/2017,37.7604997,-122.3885771,37.7583514,-122.3951606
1666,1666,4774101,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,5712,1/25/2017,37.7467112,-122.444168,37.7451654,-122.439877
1667,1667,4774101,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,5639,1/25/2017,37.7467112,-122.444168,37.7451654,-122.439877
1668,1668,4774101,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,5732,1/25/2017,37.7467112,-122.444168,37.7451654,-122.439877
1669,1669,4774101,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,5535,1/25/2017,37.7467112,-122.444168,37.7451654,-122.439877
1670,1670,478000,10TH AVE,PACHECO ST,QUINTARA ST,1343,1/25/2017,37.750833,-122.466404,37.7493137,-122.466299
1671,1671,1633000,29TH ST,NOE ST,SANCHEZ ST,1649,1/25/2017,37.7431165,-122.4266078,37.753957,-122.429884
1672,1672,1634000,29TH ST,CASTRO ST,NOE ST,1730,1/25/2017,37.762413,-122.4351739,37.760224,-122.432716
1673,1673,1634000,29TH ST,CASTRO ST,NOE ST,1147,1/25/2017,37.762413,-122.4351739,37.760224,-122.432716
1674,1674,478000,10TH AVE,PACHECO ST,QUINTARA ST,1328,1/25/2017,37.750833,-122.466404,37.7493137,-122.466299
1675,1675,12543000,TEXAS ST,20TH ST,SIERRA ST,398,1/25/2017,37.7604997,-122.3885771,37.7583514,-122.3951606
1677,1677,11000000,RHODE ISLAND ST,20TH ST,SOUTHERN HEIGHTS AVE,1775,1/25/2017,37.7594336,-122.402185,37.7584389,-122.402078
1678,1678,1600000,28TH ST,DOLORES ST,CHURCH ST,806,1/25/2017,37.7414969,-122.4240961,37.7672666,-122.4292613
1680,1680,1450000,25TH ST,CHURCH ST,DOLORES ST,2173,1/25/2017,37.7672666,-122.4292613,37.7414969,-122.4240961
1681,1681,1600000,28TH ST,DOLORES ST,CHURCH ST,438,1/25/2017,37.7414969,-122.4240961,37.7672666,-122.4292613
1682,1682,11001000,RHODE ISLAND ST,SOUTHERN HEIGHTS AVE,22ND ST,1481,1/25/2017,37.7584389,-122.402078,37.7569035,-122.401936
1685,1685,9213000,MISSOURI ST,20TH ST,22ND ST,494,1/25/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1686,1686,6651000,HAMPSHIRE ST,18TH ST,19TH ST,886,1/25/2017,37.761385,-122.4268241,37.7603869,-122.4168053
1687,1687,1450000,25TH ST,CHURCH ST,DOLORES ST,2095,1/25/2017,37.7672666,-122.4292613,37.7414969,-122.4240961
