,index,lat,lng
1732,TRADE ST,32.888687,-117.160767
1733,TREMAINE  WY,32.565952,-117.094467
1734,TREMAINE WY,32.565952,-117.094467
1735,TRENTO  PL,32.966461,-117.232933
1736,TRENTO PL,32.966461,-117.232933
1737,TRINITY WY,32.785061,-117.079727
1738,TROJAN AV,32.7548424,-117.0767092
1739,TUDOR ST,32.902485,-117.096161
1740,TURQUOISE ST,32.8085025,-117.2599681
1741,TUTHER WY,32.703526,-117.045967
1742,TWAIN  AV,32.7850227,-117.1013961
1743,TWAIN AV,32.7850227,-117.1013961
1744,TWIN TRAILS DR,32.9567912,-117.12500770000001
1745,TWINING AV,32.584518,-117.045403
1746,TYRIAN ST,32.8292429,-117.2757091
1747,UDALL  ST,32.7399149,-117.2301392
1748,UDALL ST,32.7399149,-117.2301392
1749,ULRIC ST,32.7707225,-117.162888
1750,UNION ST,32.7140927,-117.1656055
1751,UNIVERSITY  AV,32.7484766,-117.1239509
1752,UNIVERSITY AV,32.7484766,-117.1239509
1753,UNIVERSITY CTR LN,32.8702203,-117.2281218
1754,UNIVERSITY PL,32.7664656,-117.0248403
1755,UPAS ST,32.74099,-117.137917
1756,UPSHUR DR,32.7457116,-117.2054189
1757,UTAH ST,32.7485632,-117.1326383
1758,UVAS ST,32.70992,-117.0919686
1759,VALE WY,32.70992,-117.0919686
1760,VALLEY CENTRE DR,32.9376997,-117.2310574
1761,VALLEY CTRE DR,32.9376997,-117.2310574
1762,VALLEY PL,32.7048358,-117.1317906
1763,VALLEY RD,32.6638812,-117.0615814
1764,VAN DYKE AV,32.697159633333335,-117.07517573333332
1765,VAN NUYS ST,32.812683,-117.254128
1766,VEGA ST,32.770782,-117.203323
1767,VENTURA PL,32.7720132,-117.252691
1768,VEREDA MAR DEL SOL  ,32.917198,-117.215797
1769,VERGARA  ST,32.827923,-117.176559
1770,VERGARA ST,32.827923,-117.176559
1771,VERLEY CT,32.825491,-117.185261
1772,VERMONT  ST,32.746929,-117.153442
1773,VERMONT ST,32.746929,-117.153442
1774,VESTA ST,32.6883474,-117.1126318
1775,VIA ALICANTE  DR,32.8621953,-117.2360831
1776,VIA ALICANTE DR,32.8621953,-117.2360831
1777,VIA ALTA  ,32.7804436,-117.1485204
1778,VIA ALTA RD,32.7827021,-117.1473663
1779,VIA AZUL DR,32.9908052,-117.162324
1780,VIA BANCO  ,32.918064,-117.137021
1781,VIA BANCO  DR,32.918064,-117.137021
1782,VIA BANCO DR,32.918064,-117.137021
1783,VIA CARANCHO AV,32.803661,-117.186142
1784,VIA CUMBRES RD,33.3783307,-117.2038137
1785,VIA EMBELESO ,33.007549,-117.073174
1786,VIA EMBELESO  ,33.007549,-117.073174
1787,VIA MALLORCA ,32.864985,-117.2341896
1788,VIA NINA ,32.855572,-116.980713
1789,VIA SEGUNDO ,32.5535698,-117.0529971
1790,VIA TAZON  ,33.0245046,-117.0852815
1791,VIA TAZON DR,33.0245046,-117.0852815
1792,VIA TONGA AV,32.57983,-117.059486
1793,VIA VERRAZZANO  ,32.9902248,-117.1595945
1794,VIA VERRAZZANO  DR,32.9902248,-117.1595945
1795,VICKERS ST,32.827267,-117.148842
1796,VIENTO VALLE ,33.0888485,-117.0252438
1797,VIENTO VALLE  ,33.0888485,-117.0252438
1798,VILLA LA JOLLA DR,32.8661733,-117.2335014
1799,VILLAGE  PL,32.7324436,-117.1479118
1800,VILLAGE PL,32.7324436,-117.1479118
1801,VINE ST,32.7392128,-117.1792443
1802,VIOLET  ST,32.750237,-117.044884
1803,VIPER WY,32.9069837,-117.1741906
1804,VIRGINIA SB AV,32.549073,-117.0364436
1805,VISTA HILL AV,32.7949274,-117.1559124
1806,VISTA ST,32.76157,-117.103157
1807,VOLTAIRE  ST,32.7521938,-117.2468798
1808,VOLTAIRE ST,32.7521938,-117.24687980000002
1809,VY CTRE DR,32.9376997,-117.2310574
1810,W 30 ST,32.9376997,-117.2310574
1811,W BERNARDO CT,33.0212024,-117.0832825
1812,W BERNARDO DR,33.0106507,-117.09151
1813,W CANYON AV,32.8071702,-117.1225025
1814,W CHEROKEE AV,32.760948,-117.114098
1815,W G ST,32.7125429,-117.1657455
1816,W HARBOR DR,32.71011,-117.1666194
1817,W J JONES AV,32.71011,-117.1666194
1818,W KESLING ST,32.833576,-117.181473
1819,W MISSION BAY  DR,32.7648626,-117.2357339
1820,W MISSION BAY DR,32.7648626,-117.2357339
1821,W MUIRLANDS DR,32.834026,-117.268982
1822,W OCEAN AIR  DR,32.9123949,-117.2254666
1823,W PALM (WALNUT) ST,32.9123949,-117.2254666
1824,W POINT LOMA BL,32.5574538,-117.044533
1825,W PT LOMA BL,32.5574538,-117.044533
1826,W RANCHO CARMEL DR,32.9790464,-117.0819064
1827,W. MISSION BAY DR,32.7648626,-117.2357339
1828,WABASH AV,32.7489948,-117.1207433
1829,WADE ST,32.715397,-117.024353
1830,WAILEA WY,32.585289,-117.068611
1831,WALKING FERN CV,32.929501,-117.08725
1832,WALL ST,32.846931,-117.273264
1833,WALNUT AV,32.7414877,-117.1609551
1834,WANDA CT,32.784168,-117.095467
1835,WANDERMERE DR,32.7963508,-117.05065329999998
1836,WARD RD,32.7808355,-117.1104381
1837,WARING RD,32.7978053,-117.0745863
1838,WASHINGTON ST,32.746245824999995,-117.17510549166667
1839,WASHINGTON ST ,32.7415586,-117.1842436
1840,WAWONA DR,32.7356816,-117.2310528
1841,WEATHERHILL WY,32.92627,-117.099121
1842,WEAVER ST,32.721859,-117.066109
1843,WELLINGTON ST,32.7999768,-117.1596898
1844,WEN ST,32.746687,-117.215105
1845,WEST ST,32.71953371666667,-117.14644204488661
1846,WESTMORE  RD,32.9178327,-117.1438748
1847,WESTMORE RD,32.9178327,-117.1438748
1848,WESTONHILL DR,32.9144469,-117.13564000000001
1849,WESTPORT ST,32.679947,-117.064957
1850,WESTSIDE DR,32.679947,-117.064957
1851,WESTVALE RD,32.977909,-117.132347
1852,WHITTIER ST,32.7370774,-117.2232332
1853,WIGHTMAN  ST,32.7477465,-117.1010359
1854,WIGHTMAN ST,32.7477465,-117.1010359
1855,WILBUR AV,32.805218,-117.252289
1856,WILCOX  ST,32.7187085,-117.243533
1857,WILCOX ST,32.7187085,-117.243533
1858,WILDWOOD  RD,32.7336692,-117.2367022
1859,WILDWOOD RD,32.7336692,-117.2367022
1860,WILLIE JAMES JONES AV,32.827629,-117.201599
1861,WILLOW  ST,32.7279986,-117.2308531
1862,WILLOW ST,32.7279986,-117.2308531
1863,WINDCREST LN,32.97695,-117.0814946
1864,WINDER ST,32.743507,-117.179367
1865,WINDROSE WY,32.645496,-117.046783
1866,WINDSOCK ST,32.5713805,-116.9610555
1867,WINDWARD RDG  WY,32.91993,-117.181633
1868,WINONA AV,32.91993,-117.181633
1869,WINSHIP LN,32.7294482,-117.1911206
1870,WITHERBY  ST,32.7451652,-117.1929629
1871,WITHERBY ST,32.7451652,-117.1929629
1872,WOODMAN  ST,32.709701,-117.0546294
1873,WOODMAN ST,32.709701,-117.0546294
1874,WORDEN ST,32.7462482,-117.2271202
1875,WORLD TRADE  DR,32.983925,-117.073914
1876,WORLD TRADE DR,32.983925,-117.073914
1877,WORSCH WY,32.944084,-117.225868
1878,WRELTON DR,32.8072962,-117.2614509
1879,WRIGHT ST,32.7433821,-117.1894968
1880,WUNDERLIN AV,32.714527,-117.051483
1881,X-WALK WY,32.714527,-117.051483
1882,XENOPHON ST,32.737639,-117.2226401
1883,YERBA SANTA DR,32.737639,-117.2226401
1884,YERBA STA DR,32.737639,-117.2226401
1885,YOUNGSTOWN WY,32.8916028,-117.1951606
1886,ZAPATA AV,32.9273248,-117.1417835
1887,ZELLER ST,32.9273248,-117.1417835
1888,ZENA DR,32.7462234,-117.0575455
1889,ZION AV,32.7927593,-117.0806983
1890,ZOO PL,32.7352765,-117.1475955
1891,  1200' E of 54 ST,32.7347417,-117.0796148
1892, EUCLID AV,32.7096389,-117.086031
1893, NATIONAL AV,32.6961411,-117.1039724
1904,10  AV,32.7174202,-117.1627728
1906,11  AV,32.7174202,-117.1627728
1908,12  AV,32.7174202,-117.1627728
1910,1200' east of 54 ST,32.7347417,-117.0796148
1911,13 AV,32.7174202,-117.1627728
1914,15 ST,32.7174202,-117.1627728
1917,18 ST,32.7174202,-117.1627728
1920,20 ST,32.7189902,-117.148659
1921,20TH  ST,32.7189902,-117.148659
1923,23 ST,32.7174202,-117.1627728
1926,250' W OF I-15 ACCESS RD,32.804566,-117.0418303
1927,25TH  ST,32.6507509,-117.110836
1929,27 SB  ST,32.583897,-117.081383
1933,29  ST,32.568142,-117.072037
1936,30  ST,32.7483242,-117.1300991
1938,30TH ST,32.7483242,-117.1300991
1939,31  ST,32.7174202,-117.1627728
1941,32  ST,32.583897,-117.081383
1943,33  ST,32.5861291,-117.0930034
1945,34 ST,32.790299133333335,-117.1892255
1946,35  ST,32.7500396,-117.1180499
1953,4000 E/O DR,32.830811,-117.158867
1954,40TH ST,32.7479225,-117.1095216
1965,500 W/O MONROE AV,32.7589932,-117.0862918
1967,52 PL,32.7174202,-117.1627728
1969,54 PL,32.7347417,-117.0796148
1972,55TH St,32.7716241,-117.0763201
1977,60TH  ST,32.864594,-117.244698
1981,65TH  ST,32.7119471,-117.0580891
1982,66 ST,32.7119471,-117.0580891
1984,69  ST,32.7123339,-117.049351
1985,69 ST,32.72943155,-117.0623741
1986,70 ST,32.7721712,-117.0420326
1987,71 ST,32.7174202,-117.1627728
1989,9 AV,32.7174202,-117.1627728
1990,A  ST,32.7188423,-117.1611101
1992,ABBOTT ST,32.7527866,-117.2486472
1993,ABER ST,32.829296,-117.222969
1994,ABERNATHY WY,32.8235969,-117.17473
1996,ACADEMY RD,33.232444,-117.313843
1997,ACADEMY ST,32.8470848,-117.2220501
1999,ACTIVITY  RD,32.8970281,-117.1235773
2004,ADOLPHIA ST,32.9492451,-117.1248095
2008,AGATE ST,32.8104424,-117.2558257
2009,AGEE ST,32.851559,-117.201233
2010,AIRWAY  RD,32.5645375,-117.0153262
2012,AKINS AV,32.7099434,-117.0659242
2013,AL BAHR DR,32.8440938,-117.2651143
2014,ALABAMA ST,32.868541199999996,-117.19503900000001
2015,ALAMO DR,32.7552884,-117.0539669
2016,ALBEMARLE ST,32.677135,-117.06472
2017,ALBERMARLE ST,32.677135,-117.06472
2018,ALCOTT CT,32.7423664,-117.2246494
2019,ALDERBROOK DR,32.910801,-117.095673
2020,ALDERLEY ST,32.7005594,-117.0646216
2023,ALDINE DR AV,32.7635355,-117.0978908
2024,ALEMANIA RD,32.9375055,-117.1124718
2025,ALICIA  DR,32.7398929,-117.2341953
2026,ALICIA DR,32.7398929,-117.2341953
2028,ALLEN RD,32.844807,-117.269913
2029,ALLEY E/O 06 AV AV,32.7491277,-117.1595212
2030,ALLEY E/O 38 ST,32.7500652,-117.1118654
2031,ALLEY E/O 42 ST,32.7457831,-117.1045088
2032,ALLEY E/O 50 ST ST,32.7550658,-117.101892
2033,ALLEY E/O 52 ST,32.744514,-117.087471
2034,ALLEY E/O 52 ST ST,32.7489909,-117.0836044
2035,ALLEY E/O FAIRMOUNT AV,32.7815943,-117.083143
2036,ALLEY N/O GARNET AV,32.818256,-117.241386
2037,ALLEY N/O GARNET AV AV,32.818256,-117.241386
2038,ALLEY N/O GRAND AV,32.7489909,-117.0836044
2039,ALLEY S/O GARNET AV,32.818256,-117.241386
2040,ALLEY S/O GARNET AV AV,32.818256,-117.241386
2041,ALLEY S/O MISSION  BL,32.8017518,-117.2223267
2042,ALLEY W/O 38 ST,32.8031781,-117.2575085
2043,ALLEY W/O 42 ST,32.7500652,-117.1118654
2044,ALLEY W/O 43 ST,32.7457831,-117.1045088
2045,ALLEY W/O 52 ST,32.7489909,-117.0836044
2046,ALLEY W/O 52 ST ST,32.7489909,-117.0836044
2047,ALLIED RD,32.79501,-117.092339
2048,ALPHA ST,32.69157,-117.085482
2050,ALTA CT,32.683872,-117.050919
2051,ALTA LA JOLLA  DR,32.8221434,-117.2452509
2052,ALTA LA JOLLA DR,32.8221434,-117.2452509
2055,ALVARADO CT,32.777409,-117.062286
2056,ALVARADO RD,32.777863,-117.059669
2057,ALVEO WY,33.035076,-117.079277
2058,ALVERSON RD,32.5568646,-117.0515885
2059,AMARYLLIS DR,32.7470531,-117.222125
2060,AMBERGLADES LN,32.9270996,-117.2009132
2061,AMITY RD,32.817764,-117.231506
2062,AMOROSO ST,32.8187219,-117.1649502
2064,ANDROS CT,32.750553,-117.072952
2065,ANGOULEME CT,32.9434893,-117.20072
2066,ANNA  AV,32.76364,-117.2036082
2067,ANNA AV,32.76364,-117.2036082
2068,APPALOOSA RD,32.902924,-117.106323
2069,APPIAN DR,32.677597,-117.038277
2078,ARISTA DR,32.7581458,-117.1874662
2079,ARIZONA  ST,32.75219,-117.137573
2081,ARJONS  DR,32.8944372,-117.1472132
2084,ARMSTRONG PL,32.8042677,-117.1611079
2087,ARROYO SORRENTO RD,32.9254051,-117.2363524
2088,ARRUZA ST,32.571933,-117.057528
2089,ART ST,32.7682499,-117.0630578
2091,ASH  ST,32.7199018,-117.1564637
2094,ASHTON ST,32.7805284,-117.2045387
2097,ATRIUM DR,32.9023843,-117.1045398
2098,AUBURNDALE  AV,32.8161321,-117.1755035
2099,AUBURNDALE ST,32.8120326,-117.1714359
2100,AUTO CIRCLE  LN,32.7647187,-117.1539685
2101,AUTO CIRCLE LN,32.7647187,-117.1539685
2102,AUTOPART ML,32.8828066,-117.1567097
2103,AUTOPORT ML,32.8779555,-117.1847272
2104,AV VENUSTO  ,33.0072505,-117.076793
2106,AVENIDA DE LA PLAYA RD,32.8539742,-117.2566037
2107,AVENIDA DEL RIO ,32.7665806,-117.1643472
2108,AVENIDA DEL RIO N,32.7665806,-117.1643472
2109,AVENIDA FUENTE RD,32.5569864,-116.9613988
2110,AVENIDA LA REINA  ,32.830868,-117.2677
2111,AVENIDA MAGNIFICA DR,32.909771,-117.082581
2112,AVENIDA MIROLA AV,32.830822,-117.268677
2113,AVENIDA PLAYA RD,32.8539742,-117.2566037
2114,AVENIDA PORTUGAL ST,32.7202709,-117.2331596
2116,AVENIDA VILLAHA RD,33.002701,-117.060959
2117,AVENUE OF INDUSTRY DR,32.9905841,-117.0756233
2118,AVENUE OF SCIENCE ,32.9916368,-117.0810626
2119,AVERIL  RD,32.558743,-117.054283
2121,AVONETTE CT,32.9322329,-117.0727179
2122,Al Bahr Dr,32.8440938,-117.2651143
2123,B  ST,32.7178314,-117.1537011
2126,BACON  ST,32.7532071,-117.2456428
2128,BAJA CT,32.768066,-117.075523
2130,BAKER  ST,32.788952,-117.23658
2131,BALBOA  AV,32.8222527,-117.129964
2134,BALBOA AV AV,32.8222527,-117.129964
2135,BALBOA DR,33.186764,-117.303032
2137,BANDINI ST,32.7439392,-117.1905396
2138,BANDY CANYON RD,33.0736074,-116.9779154
2139,BARNETT  AV,32.7448275,-117.1995052
2141,BARNEY ST,32.684494,-117.038322
2143,BASSMORE DR,32.9669667,-117.1139532
2145,BAY FRONT ST,32.6961411,-117.1039724
2147,BAYSIDE LN,32.7777919,-117.2520586
2148,BAYVIEW HTS  WY,32.7241105,-117.0766564
2149,BAYVIEW HTS DR,32.724636,-117.077049
2151,BEAGLE  PL,32.8083402,-117.1676565
2152,BEAGLE  ST,32.8077583,-117.160812
2153,BEAGLE PL,32.8083402,-117.1676565
2154,BEAGLE ST,32.8077583,-117.160812
2155,BEARDSLEY ST,32.704243,-117.144386
2156,BEATON CT,32.924458,-117.132736
2159,BEGONIA ST,33.141937,-117.0606122
2160,BELDEN ST,32.8108725,-117.1654451
2161,BELL BLUFF DR,32.7083258,-117.1604615
2162,BELL CT,32.794449,-117.175613
2164,BENDIGO  RD,32.9124445,-117.155188
2165,BENDIGO RD,32.9124445,-117.155188
2166,BENFIELD CT,32.701508,-117.098732
2167,BENNINGTON ST,32.910572,-117.138489
2169,BERGER AV,32.802067,-117.151657
2171,BERNARDO CTR  DR,33.0216938,-117.0744844
2173,BERNARDO HTS (S) PY,33.0127683,-117.0759022
2175,BERNARDO OAKS DR,33.012123,-117.064133
2176,BERNARDO PLAZA RD,33.0201342,-117.074296
2177,BERNICE DR,32.7387267,-117.2313319
2180,BERYL WY,32.8083536,-117.2268164
2181,BETTYHILL DR,32.822418,-117.165733
2182,BEVIS ST,32.8058683,-117.1590943
2183,BEYER  ST,32.7174202,-117.1627728
2184,BEYER AV,32.7358648,-117.178479
2187,BIBLER DR,32.54908,-117.054932
2188,BILLMAN ST,32.747845,-117.058868
2189,BILLOW DR,32.712498,-117.02356
2190,BIRCH ST,33.1343596,-117.2076478
2191,BIRCHCREEK RD,32.804985,-117.042641
2193,BIRMINGHAM DR,33.025349,-117.270638
2194,BISBY LAKE  AV,32.803247,-117.0136774
2196,BITTERN ST,32.7177765,-117.0540715
2197,BLACK MNTN RD,32.7981544,-117.0787838
2198,BLACK MOUNTAIN  RD,32.9891419,-117.1266465
2203,BLAZING STAR ,32.9656052,-117.1932263
2204,BLUE CYPRESS DR,32.92617,-117.077026
2205,BLUE JAY DR,32.786552,-117.15464
2207,BOBCOCK ST,33.0216449,-117.1320184
2209,BOLTON HALL RD,32.5508061,-117.0380867
2211,BOOTES ST,32.9227686,-117.1318085
2212,BORDER VILLAGE RD,32.5509404,-117.039039
2213,BOREN ST,32.748074,-117.062973
2216,BOULEVARD PL,32.7846836,-116.9777083
2217,BOUNDARY  ST,32.7475024,-117.1229023
2219,BOYD AV,32.811352,-117.17659
2220,BRAMSON PL,32.7542856,-117.1229965
2221,BRANT ST,32.7507545,-117.1672688
2225,BRIXTON  PL,32.957241,-117.219528
2226,BRIXTON PL,32.957241,-117.219528
2228,BROADWAY  ,32.7158413,-117.13319
2229,BROADWAY AV,32.7151743,-117.0477712
2230,BROADWAY BROADWAY,32.7158413,-117.13319
2232,BROKEN BOW CT,33.025539,-117.093513
2234,BROOKLYN AV,32.713161,-117.0601691
2235,BROOKSIDE  LN,32.9217712,-117.0587895
2236,BROOKSIDE LN,32.9217712,-117.0587895
2237,BROWN DEER  RD,32.8895682,-117.1790495
2238,BROWN DEER RD,32.8895682,-117.1790495
2239,BROWNING ST,32.7442488,-117.227494
2240,BRYANT ST,32.692013,-117.124336
2241,BUDD ST,32.8047888,-117.1574317
2242,BUENA VISTA ST,32.782436,-117.238327
2243,BURIAN ST,32.719021,-117.065613
2244,BUSH ST,32.7473553,-117.1731698
2245,C  ,32.716789,-117.1630123
2246,C  ST,32.716789,-117.1630123
2252,CALLE CORTA ,33.0165562,-117.0463771
2253,CALLE CRISTOBAL DR,32.9434893,-117.20072
2254,CALLE DE LINEA RD,32.54819,-116.9909379
2255,CALLE GAVIOTA DR,32.673225,-117.058563
2256,CALLE JUELA ,32.849781,-117.254959
2257,CALLE MARISELDA RD,32.83474,-117.097504
2258,CALLE PLATA DR,32.7246402,-117.2367784
2259,CALLE TORTUOSA ,32.679855,-117.055054
2260,CALLE TRES LOMA ,32.674026,-117.054367
2261,CAM COSTA  ST,32.8131638,-117.2648792
2262,CAM DEL NORTE RD,32.7096389,-117.086031
2263,CAM STA  FE,32.73493755,-117.051312
2264,CAM STA FE,32.9891419,-117.1266465
2265,CAM STA FE  ,32.807997924999995,-117.084415275
2266,CAMARENA RD,32.9522378,-117.2238947
2267,CAMEL CREEK RD,32.9368478,-117.228744
2268,CAMINITO ALVAREZ ,32.9054811,-117.1692693
2269,CAMINITO BOLSA ,32.960985,-117.1172093
2270,CAMINITO CAMPANEO RD,32.953621,-117.214104
2271,CAMINITO CARLOTTA ,32.8042524,-117.0493941
2272,CAMINITO CARMEL HARBOUR  DR,32.9394181,-117.2366774
2273,CAMINITO CENTRO DR,32.7457676,-117.1720498
2274,CAMINITO CHOLLAS ST,32.7344233,-117.0720406
2275,CAMINITO FRANCHE DR,32.8072962,-117.2614509
2276,CAMINITO HIEDRA  AV,32.573675,-117.079269
2277,CAMINITO HIEDRA AV,32.573675,-117.079269
2278,CAMINITO JOVIAL ,32.9030628,-117.1200378
2279,CAMINITO LAZANJA  RD,32.9864323,-117.163334
2280,CAMINITO LAZANJA RD,32.9864323,-117.163334
2281,CAMINITO MAGNIFICA RD,32.9037475,-117.0786006
2282,CAMINITO PACIFICA ,32.913864,-117.094093
2283,CAMINITO PROPICO ,32.9204106,-117.1701894
2284,CAMINITO QUIXOTE S,32.578674,-117.059929
2285,CAMINITO SECOYA AV,32.5736809,-117.075867
2287,CAMINITO VISTANA DR,32.9733735,-117.1551026
2288,CAMINITO VIVA DR,32.8689708,-117.2384936
2289,CAMINITO VOLAR ,32.902882,-117.118713
2290,CAMINO AGUILA ,32.860809,-117.220818
2291,CAMINO ARROYO ,33.120426,-117.215787
2292,CAMINO COSTA AV,32.820221,-117.277252
2293,CAMINO COSTA PL,32.820221,-117.277252
2294,CAMINO DE LA REINA ,32.7677176,-117.1552374
2295,CAMINO DE LA REINA  ,32.7677176,-117.1552374
2296,CAMINO DE LA REINA  RA,32.7677176,-117.1552374
2297,CAMINO DE LA ROSA ,32.9891616,-117.1639085
2298,CAMINO DEL ESTE ,32.7689942,-117.1435373
2299,CAMINO DEL ESTE RD,32.7689942,-117.1435373
2300,CAMINO DEL NORTE ,33.0085901,-117.0954621
2301,CAMINO DEL NORTE  ,33.0085901,-117.0954621
2302,CAMINO DEL RIO S RD,32.7643112,-117.1542034
2304,CAMINO MAQUILADORA  ,32.56687,-116.9902541
2305,CAMINO MAQUILADORA  RD,32.56687,-116.9902541
2306,CAMINO MAQUILADORA RD,32.56687,-116.9902541
2307,CAMINO NORTE ,33.0085901,-117.0954621
2308,CAMINO NORTE DR,33.0085901,-117.0954621
2309,CAMINO NORTE WY,32.803242,-117.066177
2310,CAMINO PLAZA AV,32.5453669,-117.0442911
2312,CAMINO REPOSO ,32.8534439,-117.2548472
2313,CAMINO RICO AV,32.944084,-117.225868
2316,CAMINO RIO ST,32.9623885,-117.089223
2317,CAMINO RUIZ  RD,33.0044606,-117.169729
2318,CAMINO RUIZ AV,32.9272007,-117.143584
2321,CAMINO RUIZ ST,32.925957,-117.155273
2322,CAMINO SANTA  ,32.879043,-117.1726352
2323,CAMINO SANTA FE DR,32.879043,-117.1726352
2324,CAMINO SANTA FE RD,32.8944372,-117.1472132
2325,CAMINO SIESTA ,32.7652802,-117.1603798
2326,CAMINO SUR TL,33.009212,-117.1452309
2327,CAMINO VUELO RD,33.036716,-117.058632
2329,CAMPINA PL,32.832748,-117.250504
2331,CAMPUS POINT CT,32.8878188,-117.2241007
2333,CAMPUS PT CT,32.8878188,-117.2241007
2334,CAMULOS  ST,32.7498653,-117.2303461
2335,CAMULOS ST,32.7498653,-117.2303461
2336,CANARYWOOD CT,32.923077,-117.082207
2337,CANDY ROSE WY,32.933559,-117.068481
2338,CANNINGTON DR,32.8315812,-117.169212
2341,CANOSA AV,32.825848,-117.181923
2342,CANYON TL,32.8096863,-117.1463609
2343,CANYONSIDE PARK RD,32.943848,-117.1316801
2344,CANYONSIDE PK  RD,32.943848,-117.1316801
2345,CANYONSIDE PK RD,32.943848,-117.1316801
2346,CAPE MAY AV,32.7472316,-117.2453535
2347,CAPILLA  RD,33.025726,-117.089172
2348,CAPILLA RD,33.025726,-117.089172
2349,CAPISTRANO ST,32.7369816,-117.228544
2350,CAPPS  ST,32.7431873,-117.1311352
2351,CAPPS ST,32.7431873,-117.1311352
2352,CAPRI  DR,32.782085,-117.065483
2353,CAPRI DR,32.782085,-117.065483
2356,CARDINAL CT,33.124184,-117.19320699999999
2357,CARDINAL PL,32.789627,-117.157707
2359,CARGILL  RD,32.5843352,-117.0838845
2361,CARLISLE DR,32.7184573,-117.0246882
2362,CARLTON OAKS DR,32.8456625,-116.9982866
2367,CARMEL MOUNTAIN  RD,32.9632195,-117.132299
2370,CARMEL MTN RD (W),32.9632195,-117.132299
2371,CARMEL RIDGE RD,32.9779607,-117.0721956
2372,CARMEL SPRINGS WY,32.944111,-117.227707
2374,CARMEL VIEW RD,32.944096,-117.235092
2375,CARMEL VISTA RD,32.939495,-117.238327
2377,CARNELL AV,32.572258,-117.063766
2378,CAROUSEL LN,32.939671,-117.244614
2381,CARTAGENA  DR,32.755001,-117.062752
2382,CARTAGENA DR,32.755001,-117.062752
2383,CASEMENT  ST,32.787498,-117.143967
2384,CASEMENT ST,32.787498,-117.143967
2385,CASEY  ST,32.679016,-117.037643
2386,CASEY ST,32.679016,-117.037643
2387,CASITA  WY,32.753578,-117.052147
2388,CASITA WY,32.753578,-117.052147
2389,CASPER DR,32.800091,-117.039223
2390,CASS  ST,32.796444,-117.251549
2392,CASSELBERRY WY,32.79636,-117.048088
2394,CATALINA  BL,32.825848,-117.181923
2395,CATALINA BL,32.824675049999996,-117.19942
2396,CATHER ST,32.860046,-117.194656
2397,CAUBY ST,32.7494688,-117.208884
2406,CERVANTES  AV,32.6978572,-117.0700941
2408,CETUS RD,32.930653,-117.138069
2409,CHABOLA RD,32.939724,-117.120872
2410,CHALCEDONY ST,32.803631,-117.245956
2411,CHAMOUNE AV,32.7558267,-117.0969131
2412,CHANNEL WY,32.7570783,-117.2184663
2413,CHAPMAN ST,32.7532651,-117.223223
2414,CHASEWOOD DR,32.8085815,-117.17294
2415,CHATEAU  DR,33.058342,-116.573013
2417,CHELSEA AV,32.8121504,-117.2692361
2418,CHEROKEE  AV,32.760948,-117.114098
2420,CHESAPEAKE D,32.837879,-117.129646
2423,CHIPPEWA CT,32.813633,-117.203651
2426,CHOLLAS PY PY,32.7344233,-117.0720406
2427,CHOLLAS PY ST,32.7344233,-117.0720406
2428,CIRRUS ST,32.767849,-117.184883
2429,CIVITA BL,32.7064323,-117.1252448
2430,CLAIREMONT CT,32.7915036,-117.197949
2432,CLAIREMONT MESA BL,32.802234975,-117.1770461125
2433,CLAIREMONT MS BL,32.7988355,-117.2444792
2434,CLAYTON DR,32.8949215,-117.13102
2436,CLOUDCREST DR,33.0090015,-117.0853661
2437,CMTO CTRO DR,32.7457676,-117.1720498
2438,COAST BL S,32.847248,-117.276573
2439,COAST WK,32.8486757,-117.266552
2440,COCHRAN AV,32.585285,-117.058899
2441,COL GROVE  WY,32.7381582,-117.0582059
2443,COLEMAN AV,32.582928,-117.048813
2444,COLESHILL DR,32.810177,-117.017181
2446,COLINA DORADA DR,32.815823,-117.077789
2450,COLLEGE GROVE VILLAGE DY,32.755001,-117.062752
2453,COLLIER  AV,32.7650574,-117.0866472
2458,COLUMBINE  ST,32.7360411,-117.1020833
2459,COLUMBINE ST,32.7360411,-117.1020833
2460,COLUSA ST,32.6333517,-116.989721
2461,COMMERCIAL  ST,32.8938447,-117.1259922
2463,COMMONWEALTH AV,32.7174202,-117.1627728
2464,COMPASS POINT S DR,32.926968,-117.121536
2465,COMPASS PT S DR,32.926968,-117.121536
2467,CONDE ST,32.7577057,-117.1892399
2471,CONQUISTADOR WY,33.025959,-117.062683
2473,CONSTRUCTION  CT,32.8835958,-117.1673496
2474,CONSTRUCTION CT,32.8835958,-117.1673496
2475,CONVERSE AV,32.7888097,-117.1456261
2476,CONVOY  ST,32.835655,-117.152397
2479,COOLIDGE ST,32.775848,-117.170227
2480,COOLWATER DR,32.702152,-117.029358
2481,COPELAND AV,32.7550806,-117.1040088
2483,COPLEY PARK CT,32.8395081,-117.162376
2484,COPLEY PK,32.8395081,-117.162376
2485,CORAL SEA WY,32.684261,-117.060623
2486,CORDOVA ST,32.723256,-117.255685
2490,CORONADO SB  ST,32.7225895,-117.2446418
2491,CORONADO SB AV,32.72362423333333,-117.18723936666667
2492,CORPORATE CENTER DR,32.5714804,-117.0053708
2494,CORPORATE PARK PL,32.8347146,-117.1582048
2495,CORPORATE PK,32.8347146,-117.1582048
2497,COSTCO EN,32.855549,-117.254227
